Name,CodigoProvincia,CCAA,Population,TotalCensus,AbstentionPtge,AbstencionAlta,Izda_Pct,Dcha_Pct,Otros_Pct,Izquierda,Derecha,Age_0-4_Ptge,Age_under19_Ptge,Age_19_65_pct,Age_over65_pct,WomanPopulationPtge,ForeignersPtge,SameComAutonPtge,SameComAutonDiffProvPtge,DifComAutonPtge,UnemployLess25_Ptge,Unemploy25_40_Ptge,UnemployMore40_Ptge,AgricultureUnemploymentPtge,IndustryUnemploymentPtge,ConstructionUnemploymentPtge,ServicesUnemploymentPtge,totalEmpresas,Industria,Construccion,ComercTTEHosteleria,Servicios,ActividadPpal,inmuebles,Pob2010,SUPERFICIE,Densidad,PobChange_pct,PersonasInmueble,Explotaciones
Vallbona d'Anoia,08,Cataluña,1417,1072,31.903,1,14.932,15.753,67.808,0,0,4.305,20.678,60.621,18.702,48.342,6,74.524,1.482,16.373,6.818,30.682,62.5,1.136,17.045,13.636,61.364,81,13,11,36,21,ComercTTEHosteleria,679,"1,423",643.13,Baja,-0.42,2.09,5
Vallcebre,08,Cataluña,255,219,23.288,0,7.738,5.357,86.31,0,0,1.176,10.98,59.215,29.804,42.745,1.96,90.196,2.745,7.059,0,37.5,62.5,0,12.5,12.5,75,16,0,0,0,0,Otro,214,268,2806.11,MuyBaja,-4.85,1.19,16
Vallgorguina,08,Cataluña,2749,1966,34.537,1,6.294,14.297,77.545,0,0,6.511,25.1,63.368,11.532,48.745,6.95,80.065,2.255,9.785,2.721,42.857,54.422,0,18.367,6.122,73.469,215,14,30,84,87,Servicios,"1,320","2,591",2216.8137,Baja,6.1,2.08,8
Vallirana,08,Cataluña,14633,10870,35.86,1,17.484,26.879,54.131,0,0,5.734,23.564,60.665,15.773,50.065,5.05,71.359,1.415,20.782,4.965,40.544,54.492,0.827,14.184,12.411,67.258,"1,102",81,189,456,376,ComercTTEHosteleria,"6,923","14,200",2381.3396,Alta,3.05,2.11,2
Vallromanes,08,Cataluña,2543,1777,30.388,1,6.144,27.244,65.562,0,0,5.702,27.409,60.992,11.6,49.076,5.19,80.692,1.77,10.263,5.435,34.783,59.783,0,10.87,6.522,79.348,283,5,26,93,159,Servicios,"1,145","2,367",1060.527,Baja,7.44,2.22,3
Veciana,08,Cataluña,175,134,36.567,1,4.706,7.058,87.059,0,0,8,20.001,50.857,29.143,44.571,3.43,85.714,6.286,8.571,0,0,100,0,100,0,0,7,0,0,0,0,Otro,99,173,3897.3,MuyBaja,1.16,1.77,44
Vic,08,Cataluña,42498,26471,37.01,1,9.302,12.835,76.532,0,0,6.431,23.373,60.895,15.733,50.242,22.97,65.377,2.887,9.751,6.192,45.099,48.709,2.086,17.417,7.318,58.841,"3,923",295,458,"1,297","1,873",Servicios,"21,982","40,422",3079.4448,Alta,5.14,1.93,124
Vilada,08,Cataluña,427,391,37.596,1,6.967,6.558,84.426,0,0,1.639,8.431,60.186,31.381,46.838,1.64,91.803,4.918,6.557,3.448,17.241,79.31,0,27.586,10.345,58.621,34,0,0,0,0,Otro,293,516,2245.076,MuyBaja,-17.25,1.46,7
Viladecans,08,Cataluña,65549,48557,32.626,1,24.716,29.39,44.564,0,0,5.902,22.867,62.161,14.97,50.356,6.78,64.535,1.161,25.569,6.926,39.872,53.202,0.546,12.595,10.958,68.809,"3,834",198,637,"1,682","1,317",ComercTTEHosteleria,"29,410","64,077",2006.4806,Alta,2.3,2.23,61
Viladecavalls,08,Cataluña,7365,5678,29.852,0,13.482,25.307,59.854,0,0,4.318,23.842,63.679,12.478,49.966,2.13,77.637,1.806,17.923,6.164,30.594,63.242,0.457,17.352,7.078,70.32,568,63,89,225,191,ComercTTEHosteleria,"2,973","7,323",2007.7561,Baja,0.57,2.48,7
Vilafranca del Penedès,08,Cataluña,39224,27339,34.306,1,14.788,17.628,65.924,0,0,5.984,22.425,61.029,16.546,50.841,14.19,66.913,3.136,15.327,6.988,43.244,49.768,9.483,13.012,8.164,61.604,"2,866",130,365,975,"1,396",Servicios,"20,685","38,218",1991.2483,Alta,2.63,1.9,121
Vilalba Sasserra,08,Cataluña,709,506,40.909,1,6.355,19.063,72.241,0,0,7.616,24.823,60.65,14.526,50.353,4.65,83.075,3.808,10.296,0,57.895,42.105,0,10.526,7.895,76.316,48,0,0,0,0,Otro,346,689,590.9276,Baja,2.9,2.05,5
Vilanova de Sau,08,Cataluña,312,274,29.562,0,8.29,6.736,83.42,0,0,2.244,12.821,62.5,24.68,49.679,0.96,91.346,2.885,5.128,0,36.364,63.636,18.182,0,9.091,72.727,25,0,0,0,0,Otro,214,330,5802.73,MuyBaja,-5.45,1.46,15
Vilanova del Camí,08,Cataluña,12452,9218,35.496,1,23.192,29.028,45.476,0,0,6.111,23.281,61.813,14.906,49.807,6.31,67.17,2.16,24.679,7.036,39.314,53.65,2.199,24.89,6.42,57.608,565,50,120,219,176,ComercTTEHosteleria,"6,005","12,644",1048.44,Alta,-1.52,2.07,17
Vilanova del Vallès,08,Cataluña,5241,3761,31.667,1,11.634,25.915,60.778,0,0,6.316,27.648,61.762,10.589,49.227,3.15,81.339,1.374,13.185,3.913,36.957,59.13,1.304,18.696,8.261,69.565,475,39,66,183,187,Servicios,"2,167","4,797",1552.2239,Baja,9.26,2.42,23
Vilanova i la Geltrú,08,Cataluña,65684,48295,33.72,1,17.366,21.621,59.741,0,0,4.784,20.339,61.796,17.866,51.554,10.6,65.769,3.311,20.194,5.326,37.306,57.368,1.798,11.03,10.985,70.484,"4,439",197,616,"1,466","2,160",Servicios,"35,593","66,532",3386.5091,Alta,-1.27,1.85,69
Vilassar de Dalt,08,Cataluña,8964,6873,31.631,1,9.428,20.068,68.993,0,0,4.998,21.029,61.166,17.806,50.848,4.92,77.443,1.729,15.172,4.138,37.011,58.851,1.839,15.632,10.575,68.966,930,115,115,270,430,Servicios,"4,173","8,746",891.6524,Alta,2.49,2.15,16
Vilassar de Mar,08,Cataluña,20447,15422,30.612,1,10.541,20.83,66.947,0,0,5.243,22.272,60.459,17.27,51.778,7.24,75.053,2.269,14.687,4.176,38.022,57.802,1.429,11.538,7.253,74.615,"1,822",81,152,612,977,Servicios,"10,089","19,574",396.2452,Alta,4.46,2.03,49
Vilobí del Penedès,08,Cataluña,1085,812,30.788,1,7.295,11.744,79.715,0,0,4.977,21.474,59.539,18.986,48.018,7.28,85.161,2.857,6.359,8.824,44.118,47.059,14.706,14.706,5.882,50,91,12,20,28,31,Servicios,455,"1,129",933.2448,Baja,-3.9,2.38,81
Viver i Serrateix,08,Cataluña,168,131,33.588,1,2.299,2.299,94.253,0,0,6.548,20.834,51.19,27.977,46.429,1.79,95.833,5.357,1.786,0,16.667,83.333,16.667,33.333,0,33.333,18,0,0,0,0,Otro,126,188,6720.75,MuyBaja,-10.64,1.33,42
Abajas,09,CastillaLeón,29,27,18.519,0,63.636,36.363,0,1,0,0,0,55.174,44.828,37.931,3.45,96.552,3.448,0,0,0,100,0,0,0,100,0,0,0,0,0,Otro,,26,3507.3063,MuyBaja,11.54,,9
Adrada de Haza,09,CastillaLeón,221,194,24.227,0,51.021,45.578,2.721,1,0,0.452,11.311,53.845,34.842,47.059,6.34,88.235,3.62,4.977,8.333,25,66.667,16.667,8.333,16.667,50,12,0,0,0,0,Otro,193,266,1027.8946,MuyBaja,-16.92,1.15,12
Aguas Cándidas,09,CastillaLeón,58,59,33.898,1,33.334,58.974,7.692,0,1,1.724,3.448,51.723,44.828,39.655,0,84.483,5.172,15.517,40,0,60,0,0,0,100,5,0,0,0,0,Otro,161,60,1795.4759,?,-3.33,0.36,10
Aguilar de Bureba,09,CastillaLeón,68,57,31.579,1,15.385,84.615,0,0,1,0,4.412,54.413,41.177,42.647,10.29,88.235,1.471,1.471,0,16.667,83.333,0,16.667,16.667,66.667,4,0,0,0,0,Otro,158,65,944.5545,MuyBaja,4.62,0.43,28
Albillos,09,CastillaLeón,221,163,18.405,0,25.564,66.918,4.511,0,1,5.882,26.244,61.99,11.763,46.606,0.91,84.163,3.62,13.122,0,37.5,62.5,0,18.75,12.5,68.75,18,0,0,0,0,Otro,138,217,1236.2872,MuyBaja,1.84,1.6,29
Alcocero de Mola,09,CastillaLeón,33,32,28.125,0,13.043,82.609,0,0,1,0,0,63.636,36.364,27.273,0,90.909,0,6.061,0,0,100,50,0,0,50,0,0,0,0,0,Otro,61,40,833.4018,MuyBaja,-17.5,0.54,7
Alfoz de Bricia,09,CastillaLeón,74,65,26.154,0,27.084,70.834,2.083,0,1,0,10.811,54.054,35.134,36.486,0,70.27,1.351,29.73,33.333,0,66.667,0,33.333,0,66.667,5,0,0,0,0,Otro,459,96,5214.1075,MuyBaja,-22.92,0.16,19
Alfoz de Quintanadueñas,09,CastillaLeón,2019,1420,25.493,0,41.871,52.552,2.836,0,1,7.429,25.954,65.18,8.867,46.062,5.5,78.455,4.656,14.017,6.107,53.435,40.458,2.29,7.634,5.344,64.885,99,,,28,47,Servicios,985,"1,889",4150.8107,MuyBaja,6.88,2.05,52
Alfoz de Santa Gadea,09,CastillaLeón,105,89,28.09,0,34.374,57.813,6.25,0,1,1.905,8.572,60.001,31.428,41.905,0,76.19,0.952,23.81,0,0,100,0,0,0,100,8,0,0,0,0,Otro,151,113,3438.9025,MuyBaja,-7.08,0.7,18
Altable,09,CastillaLeón,51,48,22.917,0,27.027,70.27,2.703,0,1,0,7.843,50.982,41.177,45.098,0,64.706,3.922,35.294,50,0,50,0,0,0,50,0,0,0,0,0,Otro,43,64,821.9132,MuyBaja,-20.31,1.19,17
Ameyugo,09,CastillaLeón,103,85,29.412,0,33.333,53.334,6.667,0,1,2.913,14.564,65.048,20.388,42.718,3.88,74.757,4.854,21.359,0,100,0,0,0,0,100,11,0,0,0,0,Otro,81,99,1250.9277,MuyBaja,4.04,1.27,11
Anguix,09,CastillaLeón,134,89,23.596,0,44.118,48.53,0,0,1,4.478,11.941,52.985,35.074,44.03,29.85,66.418,3.731,5.224,0,83.333,16.667,66.667,0,0,33.333,13,0,0,0,0,Otro,176,152,1344.2256,MuyBaja,-11.84,0.76,38
Aranda de Duero,09,CastillaLeón,32880,24668,28.754,0,40.449,55.852,1.895,0,1,4.954,19.072,61.144,19.786,51.171,9.6,78.555,11.557,9.678,8.723,41.257,50.021,15.585,13.931,5.829,56.428,"2,238",162,283,"1,032",761,ComercTTEHosteleria,"20,168","33,154",12727.5752,Baja,-0.83,1.63,331
Arandilla,09,CastillaLeón,172,150,38.667,1,33.695,63.044,1.087,0,1,2.326,9.884,55.813,34.302,40.116,5.81,83.14,4.07,9.302,9.091,54.545,36.364,9.091,18.182,18.182,54.545,9,0,0,0,0,Otro,215,184,2668.4666,MuyBaja,-6.52,0.8,26
Arauzo de Miel,09,CastillaLeón,350,259,24.324,0,28.061,63.776,1.531,0,1,2.857,14.857,50.571,34.572,47.429,17.43,75.714,2,6.857,14.286,21.429,64.286,7.143,14.286,28.571,50,28,0,0,0,0,Otro,448,339,5710.0776,?,3.24,0.78,39
Arauzo de Salce,09,CastillaLeón,60,56,41.071,1,24.242,54.545,12.121,0,1,1.667,10,51.666,38.333,41.667,-0.08,85,0,8.333,0,33.333,66.667,0,33.333,0,66.667,0,0,0,0,0,Otro,120,68,1850.4428,MuyBaja,-11.76,0.5,9
Arauzo de Torre,09,CastillaLeón,78,66,13.636,0,19.298,75.439,3.509,0,1,0,5.128,49.998,44.871,44.872,5.13,85.897,1.282,6.41,0,0,100,0,33.333,0,66.667,0,0,0,0,0,Otro,152,91,1358.8301,MuyBaja,-14.29,0.51,14
Arcos,09,CastillaLeón,1566,1102,25.771,0,36.308,59.169,2.323,0,1,11.686,29.694,64.304,6.002,46.552,1.66,84.1,6.13,12.452,3.797,55.696,40.506,0,7.595,13.924,73.418,85,,,40,33,ComercTTEHosteleria,867,"1,215",3144.4945,MuyBaja,28.89,1.81,56
Arenillas de Riopisuerga,09,CastillaLeón,179,156,28.205,0,28.571,66.964,1.786,0,1,5.028,14.525,59.777,25.699,43.017,4.47,86.592,11.173,7.821,23.077,30.769,46.154,15.385,15.385,7.692,46.154,11,0,0,0,0,Otro,165,182,2798.9805,MuyBaja,-1.65,1.08,28
Arija,09,CastillaLeón,146,122,31.967,1,27.711,67.47,3.614,0,1,3.425,10.96,50.684,38.356,47.945,2.74,48.63,3.425,46.575,0,75,25,0,25,50,25,15,0,0,0,0,Otro,400,181,696.472,MuyBaja,-19.34,0.37,3
Arlanzón,09,CastillaLeón,429,386,22.021,0,36.877,58.804,3.987,0,1,2.797,8.858,65.734,25.409,39.86,2.1,88.112,3.963,8.392,9.524,28.571,61.905,0,33.333,9.524,47.619,21,0,0,0,0,Otro,517,424,7774.3695,MuyBaja,1.18,0.83,30
Arraya de Oca,09,CastillaLeón,45,46,8.696,0,54.761,38.095,4.762,1,0,0,0,71.11,28.888,40,0,86.667,0,13.333,0,25,75,0,0,25,75,0,0,0,0,0,Otro,63,50,1225.2267,MuyBaja,-10,0.71,12
Atapuerca,09,CastillaLeón,187,168,22.024,0,33.587,54.198,7.634,0,1,1.604,9.625,64.173,26.203,43.316,4.81,85.027,5.882,10.16,16.667,33.333,50,0,16.667,16.667,66.667,22,0,0,0,0,Otro,202,208,2475.1807,MuyBaja,-10.1,0.93,25
Avellanosa de Muñó,09,CastillaLeón,115,109,31.193,1,54.666,42.666,0,1,0,0,6.087,47.826,46.087,46.957,0.87,98.261,0.87,0.87,0,0,100,0,0,0,100,0,0,0,0,0,Otro,117,127,3689.013,MuyBaja,-9.45,0.98,26
Bahabón de Esgueva,09,CastillaLeón,89,90,17.778,0,24.324,70.27,4.054,0,1,0,5.618,53.933,40.45,38.202,5.62,87.64,2.247,6.742,50,50,0,0,0,0,50,7,0,0,0,0,Otro,,120,2138.5878,MuyBaja,-25.83,,22
Baños de Valdearados,09,CastillaLeón,361,311,27.01,0,44.053,52.422,1.762,0,1,2.493,9.695,54.015,36.287,40.997,1.39,91.69,1.385,4.155,4.167,54.167,41.667,16.667,29.167,29.167,20.833,17,0,0,0,0,Otro,423,391,3652.0374,MuyBaja,-7.67,0.85,82
Bañuelos de Bureba,09,CastillaLeón,37,37,16.216,0,16.129,74.193,3.226,0,1,0,0,75.675,24.325,40.541,0,89.189,0,10.811,0,33.333,66.667,0,0,0,100,0,0,0,0,0,Otro,45,32,1543.8259,MuyBaja,15.63,0.82,18
Barbadillo de Herreros,09,CastillaLeón,116,111,18.018,0,63.737,32.968,3.297,1,0,0,0.862,55.174,43.964,40.517,0.86,87.931,0.862,9.483,0,33.333,66.667,0,33.333,0,66.667,5,0,0,0,0,Otro,174,122,6415.7248,MuyBaja,-4.92,0.67,8
Barbadillo del Mercado,09,CastillaLeón,129,119,15.966,0,40,40,20,0,0,0,3.876,58.916,37.21,44.961,6.2,80.62,1.55,11.628,0,0,100,0,0,50,50,13,0,0,0,0,Otro,233,156,1519.2657,MuyBaja,-17.31,0.55,9
Barbadillo del Pez,09,CastillaLeón,77,58,20.69,0,8.696,86.956,0,0,1,2.597,12.987,54.544,32.468,41.558,22.08,72.727,0,5.195,0,0,100,20,0,40,0,0,0,0,0,0,Otro,171,82,2076.4197,MuyBaja,-6.1,0.45,6
Barrio de Muñó,09,CastillaLeón,32,28,3.571,0,44.445,55.555,0,0,1,6.25,15.625,43.75,40.625,46.875,0,96.875,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,Otro,34,35,387.6484,MuyBaja,-8.57,0.94,10
Barrios de Colina,09,CastillaLeón,52,46,23.913,0,34.285,57.143,2.857,0,1,1.923,5.769,74.998,19.23,50,3.85,86.538,1.923,9.615,0,100,0,0,0,0,100,0,0,0,0,0,Otro,69,64,2348.6638,MuyBaja,-18.75,0.75,12
Basconcillos del Tozo,09,CastillaLeón,291,268,32.463,1,27.072,70.166,0.552,0,1,0.344,7.216,64.605,28.179,42.268,3.09,91.409,6.186,5.155,0,11.111,88.889,11.111,11.111,0,77.778,21,0,0,0,0,Otro,397,332,12066.5512,MuyBaja,-12.35,0.73,67
Bascuñana,09,CastillaLeón,35,29,13.793,0,52,48,0,1,0,0,0,48.571,51.429,37.143,0,77.143,2.857,22.857,0,100,0,0,0,0,100,0,0,0,0,0,Otro,79,42,775.9456,MuyBaja,-16.67,0.44,12
Belbimbre,09,CastillaLeón,69,54,12.963,0,23.404,72.34,0,0,1,0,10.146,62.318,27.536,47.826,2.9,92.754,5.797,4.348,0,100,0,0,0,0,0,4,0,0,0,0,Otro,66,79,1023.4197,MuyBaja,-12.66,1.05,17
Belorado,09,CastillaLeón,1969,1467,28.562,0,39.504,55.534,2.29,0,1,2.235,14.373,58.356,27.274,48.197,12.44,72.067,1.981,13.916,8.989,44.944,46.067,7.865,22.472,5.618,55.056,168,13,10,84,61,ComercTTEHosteleria,"2,006","2,140",13341.1777,MuyBaja,-7.99,0.98,136
Berberana,09,CastillaLeón,74,68,17.647,0,48.214,44.643,3.571,1,0,0,1.351,51.352,47.297,50,0,56.757,4.054,43.243,0,0,100,0,0,0,100,5,0,0,0,0,Otro,114,71,3372.0847,MuyBaja,4.23,0.65,9
Berlangas de Roa,09,CastillaLeón,185,170,23.529,0,27.692,66.923,3.846,0,1,1.622,8.109,49.189,42.703,48.108,5.41,89.73,6.486,4.324,0,20,80,20,20,0,60,9,0,0,0,0,Otro,161,196,1571.1621,MuyBaja,-5.61,1.15,40
Berzosa de Bureba,09,CastillaLeón,32,29,20.69,0,8.696,86.956,4.348,0,1,0,0,68.75,31.25,28.125,0,90.625,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,Otro,50,40,783.6886,MuyBaja,-20,0.64,19
Bozoó,09,CastillaLeón,105,101,32.673,1,35.294,55.883,4.412,0,1,1.905,5.715,62.857,31.428,41.905,0.95,80,2.857,18.095,0,40,60,0,60,20,20,0,0,0,0,0,Otro,125,110,3315.9974,MuyBaja,-4.55,0.84,31
Brazacorta,09,CastillaLeón,73,52,19.231,0,35.714,59.524,0,0,1,2.74,12.33,53.425,34.247,45.205,17.81,65.753,2.74,17.808,0,50,50,0,0,0,100,0,0,0,0,0,Otro,103,68,2107.9942,MuyBaja,7.35,0.71,21
Briviesca,09,CastillaLeón,7129,4919,30.982,1,34.021,61.944,1.944,0,1,3.886,20.073,62.603,17.323,49.418,16.09,67.499,3.296,14.939,7.264,35.703,57.032,3.555,24.42,9.119,55.487,453,46,73,194,140,ComercTTEHosteleria,"5,440","7,843",8120.3246,MuyBaja,-9.1,1.31,168
Bugedo,09,CastillaLeón,175,145,25.517,0,45.371,53.704,0.926,0,1,4,18.857,62.857,18.286,36,2.86,77.714,4.571,18.286,0,50,50,0,30,0,70,8,0,0,0,0,Otro,122,185,992.5997,MuyBaja,-5.41,1.43,12
Buniel,09,CastillaLeón,516,390,27.436,0,35.689,58.304,4.24,0,1,7.171,24.031,66.086,9.884,44.767,4.07,79.845,4.845,13.76,3.226,58.065,38.71,0,6.452,0,93.548,31,0,0,0,0,Otro,333,443,1328.37,MuyBaja,16.48,1.55,24
Burgos,09,CastillaLeón,177100,136488,25.657,0,38.108,57.663,2.344,0,1,4.741,18.966,60.748,20.285,52.299,6.9,80.676,6.043,9.889,8.073,41.914,50.013,2.427,13.385,9.322,65.21,"12,824",649,"1,729","4,451","5,995",Servicios,"98,644","178,574",10706.2581,Alta,-0.83,1.8,157
Busto de Bureba,09,CastillaLeón,164,145,21.379,0,22.807,72.807,1.754,0,1,0,6.708,43.293,49.999,45.732,4.88,89.634,2.439,5.488,0,20,80,0,40,0,60,9,0,0,0,0,Otro,204,195,1856.1483,MuyBaja,-15.9,0.8,99999
Cabañes de Esgueva,09,CastillaLeón,180,162,23.457,0,11.29,87.097,0.806,0,1,0,4.444,54.444,41.111,46.667,4.44,91.111,0.556,3.889,0,100,0,0,0,0,100,11,0,0,0,0,Otro,156,215,2656.6785,MuyBaja,-16.28,1.15,48
Cabezón de la Sierra,09,CastillaLeón,66,51,21.569,0,37.5,60,0,0,1,0,0,51.515,48.484,59.091,-3.8,83.333,3.03,12.121,0,0,0,0,0,0,0,0,0,0,0,0,Otro,70,58,1982.6163,MuyBaja,13.79,0.94,4
Caleruega,09,CastillaLeón,470,324,16.358,0,19.926,76.383,1.845,0,1,1.064,11.703,57.233,31.065,50.638,23.83,67.447,4.255,9.149,0,57.143,42.857,14.286,9.524,9.524,66.667,26,0,0,0,0,Otro,433,491,4763.2533,MuyBaja,-4.28,1.09,19
Campillo de Aranda,09,CastillaLeón,178,143,14.685,0,36.885,62.295,0,0,1,1.685,12.921,52.248,34.831,42.135,5.62,85.955,6.18,8.989,11.111,55.556,33.333,33.333,11.111,0,55.556,10,0,0,0,0,Otro,195,200,2391.6099,MuyBaja,-11,0.91,22
Campolara,09,CastillaLeón,74,62,22.581,0,45.833,52.084,0,0,1,0,6.756,56.757,36.485,29.73,0,94.595,1.351,5.405,0,0,100,0,0,100,0,0,0,0,0,0,Otro,131,66,1324.3556,MuyBaja,12.12,0.56,6
Canicosa de la Sierra,09,CastillaLeón,514,437,32.494,1,28.474,68.136,1.017,0,1,2.918,12.452,47.859,39.69,46.693,2.53,87.354,3.891,7.588,8.333,37.5,54.167,12.5,8.333,25,45.833,27,0,0,0,0,Otro,468,571,2953.1643,MuyBaja,-9.98,1.1,13
Cantabrana,09,CastillaLeón,31,29,17.241,0,50,45.833,4.167,1,0,0,9.678,41.936,48.387,41.935,0,90.323,6.452,9.677,0,0,100,0,0,0,100,0,0,0,0,0,Otro,130,29,314.4734,MuyBaja,6.9,0.24,5
Carazo,09,CastillaLeón,34,34,23.529,0,50,50,0,0,0,0,2.941,64.706,32.353,29.412,0,73.529,0,26.471,0,0,100,0,100,0,0,7,0,0,0,0,Otro,82,46,2402.8988,MuyBaja,-26.09,0.41,4
Carcedo de Bureba,09,CastillaLeón,50,41,14.634,0,28.571,65.714,2.857,0,1,2,2,68,30,44,4,76,4,20,0,0,100,0,0,0,0,0,0,0,0,0,Otro,55,42,4266.2343,MuyBaja,19.05,0.91,16
Carcedo de Burgos,09,CastillaLeón,388,316,23.418,0,41.735,54.959,2.893,0,1,5.67,20.36,65.722,13.917,44.33,3.35,80.155,4.124,13.66,5.263,42.105,52.632,0,10.526,15.789,57.895,27,0,0,0,0,Otro,294,337,2567.6668,MuyBaja,15.13,1.32,21
Cardeñadijo,09,CastillaLeón,1295,926,25.378,0,40.81,56.006,1.881,0,1,7.954,25.638,65.947,8.418,44.71,3.55,83.475,4.17,10.27,1.786,55.357,42.857,1.786,14.286,23.214,60.714,114,6,24,42,42,ComercTTEHosteleria,704,"1,123",920.7902,Baja,15.32,1.84,9
Cardeñajimeno,09,CastillaLeón,1019,794,27.582,0,35.652,60.696,1.565,0,1,5.005,22.179,66.535,11.285,47.596,2.94,79.588,4.907,13.641,3.636,41.818,54.545,1.818,18.182,9.091,67.273,77,,,30,40,Servicios,593,941,1219.4499,MuyBaja,8.29,1.72,15
Cardeñuela Riopico,09,CastillaLeón,127,112,18.75,0,27.473,67.033,2.198,0,1,2.362,11.023,65.354,23.622,42.52,-5.55,88.189,7.087,6.299,0,33.333,66.667,0,0,0,100,0,0,0,0,0,Otro,87,133,1131.2185,MuyBaja,-4.51,1.46,13
Carrias,09,CastillaLeón,23,23,26.087,0,5.882,82.353,5.882,0,1,0,0,56.521,43.479,13.043,0,95.652,0,4.348,0,0,100,100,0,0,0,0,0,0,0,0,Otro,,28,1326.1749,?,-17.86,,18
Cascajares de Bureba,09,CastillaLeón,36,34,20.588,0,33.334,66.666,0,0,1,0,0,61.113,38.888,52.778,0,86.111,2.778,13.889,0,0,0,0,0,0,0,0,0,0,0,0,Otro,93,37,791.8764,MuyBaja,-2.7,0.39,19
Cascajares de la Sierra,09,CastillaLeón,39,41,26.829,0,36.667,60,0,0,1,0,0,53.845,46.153,48.718,0,92.308,2.564,5.128,0,0,0,0,0,0,0,0,0,0,0,0,Otro,51,33,680.9188,MuyBaja,18.18,0.76,3
Castellanos de Castro,09,CastillaLeón,48,49,8.163,0,8.889,86.666,4.444,0,1,0,4.166,54.168,41.666,37.5,0,97.917,4.167,2.083,0,0,0,0,0,0,0,0,0,0,0,0,Otro,32,52,992.8076,MuyBaja,-7.69,1.5,11
Castil de Peones,09,CastillaLeón,37,37,10.811,0,18.182,81.819,0,0,1,0,5.405,64.866,29.73,45.946,0,86.486,2.703,13.514,0,0,0,0,0,0,0,0,0,0,0,0,Otro,90,28,1397.9038,MuyBaja,32.14,0.41,8
Castildelgado,09,CastillaLeón,43,39,7.692,0,2.778,97.222,0,0,1,0,0,55.815,44.187,41.86,2.33,74.419,0,20.93,0,0,100,0,0,0,100,6,0,0,0,0,Otro,47,56,495.0642,MuyBaja,-23.21,0.91,10
Castrillo de la Reina,09,CastillaLeón,209,186,26.882,0,30.147,66.177,0,0,1,2.392,6.698,43.542,49.76,36.842,4.31,88.995,1.435,5.263,12.5,25,62.5,0,12.5,25,50,10,0,0,0,0,Otro,466,223,1444.6077,MuyBaja,-6.28,0.45,20
Castrillo de la Vega,09,CastillaLeón,636,475,26.947,0,38.329,57.349,2.305,0,1,4.403,20.283,54.561,25.156,46.541,8.33,82.704,7.233,7.704,18.919,37.838,43.243,13.514,24.324,2.703,45.946,36,0,0,0,0,Otro,532,667,2641.6449,MuyBaja,-4.65,1.2,85
Castrillo de Riopisuerga,09,CastillaLeón,61,66,31.818,1,46.666,48.889,4.444,0,1,0,1.639,52.459,45.901,36.066,0,96.721,3.279,3.279,0,0,100,0,0,0,100,0,0,0,0,0,Otro,73,66,1744.4318,MuyBaja,-7.58,0.84,12
Castrillo del Val,09,CastillaLeón,839,666,30.631,1,27.489,69.264,2.165,0,1,2.145,14.779,70.799,14.423,39.928,3.46,71.871,12.992,20.381,6.452,48.387,45.161,0,19.355,6.452,67.742,62,0,0,0,0,Otro,423,732,2254.409,MuyBaja,14.62,1.98,13
Castrillo Mota de Judíos,09,CastillaLeón,58,54,11.111,0,16.667,81.25,2.083,0,1,0,3.448,55.173,41.38,44.828,0,91.379,1.724,8.621,0,0,100,0,100,0,0,0,0,0,0,0,Otro,46,66,2205.1267,MuyBaja,-12.12,1.26,18
Castrojeriz,09,CastillaLeón,845,724,30.939,1,25.6,71.2,0.4,0,1,2.13,10.06,55.148,34.793,48.284,5.09,85.917,6.391,8.521,3.846,38.462,57.692,0,11.538,15.385,61.538,80,0,0,0,0,Otro,752,882,13606.7317,MuyBaja,-4.2,1.12,128
Cavia,09,CastillaLeón,247,209,19.617,0,15.476,77.976,4.762,0,1,2.834,11.336,71.659,17.005,40.891,4.86,87.045,2.834,6.478,16.667,50,33.333,0,0,16.667,66.667,20,0,0,0,0,Otro,185,286,1298.4669,MuyBaja,-13.64,1.34,37
Cayuela,09,CastillaLeón,180,154,21.429,0,36.363,58.678,3.306,0,1,5.556,15,68.332,16.667,45.556,2.78,87.778,7.778,6.667,0,60,40,0,0,20,80,11,0,0,0,0,Otro,156,184,1347.3743,MuyBaja,-2.17,1.15,32
Cebrecos,09,CastillaLeón,47,53,20.755,0,19.048,66.667,11.905,0,1,4.255,8.511,48.936,42.553,36.17,0,91.489,0,8.511,0,100,0,50,0,0,50,0,0,0,0,0,Otro,66,53,2329.9998,MuyBaja,-11.32,0.71,10
Celada del Camino,09,CastillaLeón,97,84,27.381,0,14.754,83.606,1.639,0,1,1.031,9.279,53.608,37.114,47.423,0,94.845,8.247,4.124,0,33.333,66.667,0,0,0,100,5,0,0,0,0,Otro,80,95,1257.3285,MuyBaja,2.11,1.21,16
Cerezo de Río Tirón,09,CastillaLeón,598,507,27.219,0,38.211,57.723,0.813,0,1,1.505,9.532,56.69,33.779,46.154,5.02,82.274,1.171,12.207,11.111,38.889,50,0,50,0,50,31,0,0,0,0,Otro,776,630,6369.5714,MuyBaja,-5.08,0.77,66
