,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_sqrt,Sulfatos_log,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,aleatorio_exp,aleatorio2_cuarta,Beneficio
4352,-1.01,0.29,4.6,-0.512,1.03775,3.21,-1.18,16.2,1,1.0,R,**,2.0,0.0,0.8043813995778338,0.6211640336521438,1.8403523466286729,20.334445877429346,9.31465115407488,1.702108571869639,1.4834993066154227,1.7559873083691044,0.20766577306938216,2.139828283870531,0.9649150833430776,1e-08,15.920637861294473,20.8776509738607,746
4353,1.05,-0.27,1.3,-0.392,0.99232,3.52,0.47,14.3,2,4.32,B,**,2.0,0.0,0.08015772750358086,0.46155269685547673,16.349901487884694,10.521217957219552,8.723985559378125,2.8410417220608144,1.3220447853794053,1.8840807771096564,1.1026310555354846,2.0104351335965194,1.3645593560288818,5.065931322535391,1.3169031900042174,6.363304631616757,724
4354,0.3,0.3,68.15,0.037,0.98691,3.07,0.32,12.7,3,1.8,MB,***,2.0,0.0,0.16420136970685661,0.24304648561592257,9.395812310782611,20.57512370979586,24.46303272100739,9.285557997082101,1.2983722217971254,1.694968540734454,1.0473702632020228,1.8946307593709606,1.6712221139600012,0.2942284454675089,1.7585850566705514,0.4890450737104753,961
4355,1.55,-0.23,15.55,0.057,0.99972,3.9,0.63,12.0,5,1.02,B,**,3.0,0.0,0.24807116807376173,0.10313880704408762,22.049247411558206,11.028246614949989,11.413188259409523,9.676473475796367,1.352497208375152,2.030102425675075,1.1583928293937007,1.8416779958328868,2.1575230219663686,0.0001865466225615064,2.34699997311404,0.01583760172439217,387
4356,-0.1,1.67,42.6,0.038,1.02773,5.2,1.78,20.3,3,1.17,B,***,3.0,0.0,0.31492448582560273,0.6190553627775034,6.469543593253786,103.14019020223,17.5102841673762,9.30491234955222,1.452323038236619,2.4650836195879426,1.4875658256653177,2.395347228809797,1.6712221139600012,0.013304413838902199,2.9541353107946002,20.595569610935208,1352
4357,0.35,-0.94,72.7,0.041,0.94827,3.13,0.4,3.5,4,4.57,M,**,1.0,0.0,0.43368114191906926,0.7877814821593376,9.799874213475514,4.782868609676004,25.82284454281865,9.363096304730316,1.0719885876538306,1.7213843140988117,1.077222194412335,0.9946554026886495,1.9297524380738358,5.8575615430505374,4.445505135236333,54.015140677605686,488
4358,0.17,0.21,-97.8,0.006,0.98252,1.79,0.86,9.7,1,6.44,B,**,1.0,0.0,0.11081902004013922,0.08575535161991066,8.38506080930294,18.50765685017808,1e-08,8.695567285975386,1.2781642074840007,0.9734879705638381,1.2334665848316455,1.6558098484641353,0.9649150833430776,13.600844980497538,1.4634552662401552,0.007565505280857588,731
4359,0.32,1.99,1.3,0.274,0.9949,3.43,-0.53,14.3,5,1.04,R,*,2.0,0.0,0.45348662436898635,0.8895968876594849,9.556416316846391,150.2974257047907,8.723985559378125,14.436044027958987,1.3329000554963921,1.8478073412981124,0.6588236266696084,2.0104351335965194,2.1575230219663686,0.000740733207385903,4.759067840631595,87.83767360525569,345
4360,0.33,0.3,3.3,0.034,1.03096,3.91,-0.59,12.3,3,5.79,B,*,1.0,0.0,0.15698066927489984,0.3934903425891626,9.63722869738497,20.57512370979586,9.079655241699507,9.227615837439496,1.4625917096452814,2.033803528496009,0.6247312099829493,1.8645561901813028,1.6712221139600012,10.544896322067267,1.7154240713647118,3.3611989248507967,716
4361,0.36,-0.61,56.1,-0.524,1.01004,2.99,1.6,13.3,2,2.24,R,**,2.0,7.6923076923076925,0.8452795170443416,0.9710372357265944,9.881707349027474,7.052160332935453,21.03945071815607,1.604173762192852,1.391805941456685,1.6590933921125561,1.4426715431534607,1.9388681250593953,1.3645593560288818,0.7067913592379249,18.32676321778501,124.69852377698554,780
4362,0.36,0.59,5.6,0.152,0.97085,3.04,1.05,9.4,7,1.49,B,*,3.0,0.0,0.47432822438348,0.28470999414422093,9.881707349027474,28.942479236525386,9.497460229653347,11.64338934240691,1.2192015463863124,1.6816050525335928,1.2914964901649677,1.6300043890316513,2.5528078318668737,0.11040739013918427,5.112946290087786,0.9210136057329062,583
4363,0.26,-0.07,1.8,0.039,1.00392,3.48,0.52,12.2,1,3.74,R,*,3.0,0.0,0.012671483691213958,0.28567204184953743,9.078687318708582,13.312765322639146,8.812236787848947,9.324286851650292,1.3689049951731085,1.8680462091474501,1.1203929273743929,1.8569614439563957,0.9649150833430776,3.450582575731943,1.0439761929274909,0.9335281173512785,534
4364,1.17,0.27,1.4,0.057,1.03386,3.22,1.17,9.5,2,1.2,B,***,2.0,0.0,0.4741603359701697,0.8699612623719879,17.640167128549358,19.861503278456823,8.74160027482645,9.676473475796367,1.4716304847398116,1.7602648553397768,1.3264845369401412,1.6386513632451654,1.3645593560288818,0.01840962452744479,5.109993042143197,80.3349969136863,589
4365,1.31,0.99,72.7,0.396,0.9675,2.34,1.25,16.7,3,2.06,B,**,2.0,0.0,0.6606708093373325,0.036038891318542876,19.20740284680327,46.338316122613286,25.82284454281865,17.52860577603032,1.200585723514122,1.3322650589642675,1.349147801763882,2.1725986731254032,1.6712221139600012,0.5165080989940124,9.708993370081798,0.00023505817998293495,499
4366,0.43,-0.55,-18.6,-0.206,0.98902,3.4,1.99,10.9,3,5.84,M,Desc,2.0,7.6923076923076925,0.22442860793588504,0.4225920261779965,10.464066344682761,7.568030178355775,5.5721831312821495,5.179806217271347,1.3077582756893786,1.8355569098184403,1.537515655290449,1.7552418745871827,1.6712221139600012,10.766182422207809,2.163602649868782,4.471586209169612,179
4367,0.3,-1.47,40.6,-0.127,1.00768,2.09,-0.28,10.9,4,2.53,R,*,2.0,0.0,0.26223276093727066,0.6414756295664985,9.395812310782611,2.5636129968587804,17.01498061889874,6.384068658247713,1.3831092656015775,1.182753923080478,0.7895514732350415,1.7552418745871827,1.9297524380738358,1.0759971963958779,2.464215288266699,23.745562677971265,544
4368,0.21,-0.14,2.5,0.04,0.99128,3.32,-0.98,12.4,3,3.52,B,**,2.0,0.0,0.9091108740691182,0.3100365300748862,8.689936741216398,12.260198048925364,8.936534642870766,9.343681503376326,1.3175923862006809,1.802482093906701,0.36929499800684484,1.8721201265800778,1.6712221139600012,2.918747077262952,22.828980699393124,1.2952005399585667,972
4369,-0.6,0.51,66.5,-0.465,0.9478,3.2,0.53,9.1,2,5.43,M,Desc,1.0,0.0,0.6835119994903148,0.8323134744142446,3.577273956378686,26.34236887160916,23.979001008636548,2.113624035600111,1.0682135016300232,1.7516993159108047,1.1239077550426675,1.6037837641820891,1.3645593560288818,9.019467819092819,10.502968837061792,67.30499947204314,270
4370,0.26,-0.01,7.2,0.038,0.98308,3.35,-2.32,11.1,2,4.47,R,***,1.0,0.0,0.1680392404024863,0.17034502517026384,9.078687318708582,14.286602255562109,9.793649896146382,9.30491234955222,1.2807956376644927,1.8149557846480067,-9.210340371976182,1.7712712955134542,1.3645593560288818,5.534016018052048,1.7819657979604508,0.11795695659765844,577
4371,0.16,1.36,1.1,0.423,0.98884,3.23,0.8,13.2,2,2.66,R,****,1.0,0.0,0.11955662232445774,0.8078571227397393,8.309692455502395,71.61672001421489,8.688809423850241,18.253556155928496,1.3069654280271226,1.7645320327881149,1.2144189500167075,1.9315655889377772,1.3645593560288818,1.2665953712531954,1.5081288709415865,59.73570723894012,1134
4372,0.16,0.33,1.1,0.057,0.96056,2.4,0.64,3.1,2,2.44,R,***,3.0,7.6923076923076925,0.3703947306561429,0.6324377529783919,8.309692455502395,21.31438440173779,8.688809423850241,9.676473475796367,1.15900325815095,1.3657143881804188,1.1617768213000939,0.9361001239646064,1.3645593560288818,0.9531439503683569,3.5754838970886746,22.43523434012624,712
4373,-0.895,0.36,1.2,-0.306,1.01636,2.65,2.14,11.4,4,3.04,M,***,3.0,0.0,0.8121670863054691,0.9374984503533561,2.26982248647777,22.080206604480747,8.706388609052723,3.835762550811923,1.4143254951382183,1.4970635039495876,1.5717257944003602,1.7950470601959958,1.9297524380738358,1.912791701117383,16.35297439467407,108.34181689414758,673
4374,-0.21,2.0,1.2,0.05,1.01923,3.69,0.52,11.1,3,1.09,MB,***,3.0,0.0,0.8919688239532372,0.43829298365614255,5.760260289684507,152.07634109038514,8.706388609052723,9.538736250174308,1.4242062486436742,1.9507578653233701,1.1203929273743929,1.7712712955134542,1.6712221139600012,0.0037346682543469988,21.521197890671733,5.174202901965264,586
4375,-0.34,0.78,49.7,0.076,0.99622,3.54,1.95,11.9,2,2.92,M,Desc,1.0,0.0,0.9955037064321083,0.42880130211915546,4.97509564616209,36.19327446871926,19.32600199406626,10.05530861773317,1.338352883253239,1.892047103603954,1.5281917797402331,1.833988510959719,1.3645593560288818,1.6943913536846498,30.733151064390423,4.740284653402926,410
4376,0.2,0.27,9.6,-0.51,1.02952,3.04,-0.72,10.5,3,4.63,R,***,1.0,0.0,0.8861840596594633,0.44122121818890214,8.613207380731344,19.861503278456823,10.24646165488783,1.7187131349405083,1.458040513878487,1.6816050525335928,0.5466177808777666,1.722735647246309,1.6712221139600012,6.056100657596784,21.096998726841306,5.313889763310363,895
4377,-0.89,0.3,7.8,0.118,0.99555,3.04,0.39,4.7,3,3.49,B,**,2.0,0.0,0.6735056530792137,0.6392196428528407,2.2895158562671987,20.57512370979586,9.905893519194029,10.918545341743851,1.335593506828714,1.6816050525335928,1.0735390746566091,1.152608846977683,1.6712221139600012,2.8496707731406676,10.147448162967812,23.41324906826025,454
4378,0.42,-2.15,2.8,0.038,0.98968,3.92,0.4,9.9,3,1.39,R,Desc,3.0,16.666666666666664,0.22003913251189733,0.7955658585148528,10.37985144743291,1.151767407366229,8.99007162900964,9.30491234955222,1.3106531149683252,2.0374979082967934,1.077222194412335,1.6727923416480621,1.6712221139600012,0.06995233608311684,2.131165143127133,56.18214319981708,632
4379,0.27,1.02,3.8,0.037,0.99294,2.96,0.53,16.5,3,1.12,R,***,2.0,0.0,0.052556945839159486,0.16637716712838935,9.157458189220398,48.00324393171885,9.169682982462394,9.285557997082101,1.32467784482598,1.6454385684001003,1.1239077550426675,2.159550191697493,1.6712221139600012,0.006633979169312284,1.1975741434605305,0.10734104765848258,683
4380,0.89,0.43,1.6,0.781,0.99118,4.27,-0.97,12.3,4,3.08,B,***,2.0,0.0,0.5907613920589112,0.5640146428995086,14.70576367466427,23.97584505795192,8.776883001091859,29.25447280378726,1.3171618850332323,2.1628292602511485,0.376729464478327,1.8645561901813028,1.9297524380738358,1.988533016626397,7.632895828876707,14.190597789316339,598
4381,0.28,-0.68,-0.6,0.041,1.05857,3.04,2.09,16.1,2,4.82,B,***,3.0,0.0,0.1485745313950505,0.2278001459511435,9.236569311403342,6.494584728203109,8.392681339214901,9.363096304730316,1.542634397965563,1.6816050525335928,1.5604519532992787,2.133213796704285,1.3645593560288818,6.706637070169258,1.6665098932333522,0.3773795545192912,895
4382,0.23,1.0,8.6,0.046,0.99365,2.17,1.34,10.5,2,1.0,R,***,2.0,0.0,0.5595047833227186,0.8648477953622293,8.84441621719989,46.88677490762913,10.056546530141116,9.460472555919624,1.327673964150367,1.2325722343498566,1.3740447153658675,1.722735647246309,1.3645593560288818,1e-08,6.854471712320731,78.46267928964565,571
4383,0.16,-0.07,1.7,0.048,0.9932,3.24,-0.97,5.3,3,4.85,R,**,1.0,7.6923076923076925,0.33467600300267886,0.5558059586812105,8.309692455502395,13.312765322639146,8.794551011908943,9.499564103791053,1.3257773734946576,1.7687889157630847,0.376729464478327,1.2239652961370986,1.6712221139600012,6.812386458027264,3.1619173097806135,13.382251822622635,653
4384,1.16,0.5,2.1,-0.557,0.9923,3.16,-0.01,10.3,2,1.99,MB,**,2.0,7.6923076923076925,0.2540690828423934,0.8377616689699757,17.530773607636107,26.034228598488962,8.865400706406488,1.349814134340125,1.3219595856558448,1.7344413389326296,0.9138438828392865,1.706250317593399,1.3645593560288818,0.4505513962681026,2.3959481658232105,69.08478213778687,639
4385,0.38,0.18,7.4,0.095,0.99295,4.72,1.2,9.2,2,1.68,M,Desc,2.0,0.0,0.8603140398608871,0.36590716532802336,10.046394375144779,17.865743719993063,9.830993376670579,10.441417775362625,1.3247201850420127,2.314016514546336,1.3350435641352252,1.6125713454780422,1.3645593560288818,0.2125938839965684,19.299941433939164,2.513166700834194,188
4386,0.2,0.43,1.9,-0.407,0.99129,3.26,0.72,9.8,2,2.76,B,*,3.0,0.0,0.8030208928265072,0.6225458397843063,8.613207380731344,23.97584505795192,8.829940328911873,2.6828072462703956,1.3176354131155104,1.7772720939992088,1.1884442448827937,1.6643227560403107,1.3645593560288818,1.4237792883277276,15.846271200382159,21.064063047493104,568
4387,0.0,1.82,67.0,0.079,0.9977,3.08,0.45,15.4,3,2.16,B,***,3.0,0.0,0.8914482734719117,0.6755919258431565,7.150073021966931,123.04943447602149,24.125166537828587,10.11578963049842,1.344388446622415,1.6993996845564248,1.0954370196100445,2.086325293052348,1.6712221139600012,0.6185445217291128,21.48267900094709,29.215138333939006,561
4388,0.26,2.9,17.8,-0.562,1.0739,3.93,0.81,7.2,1,2.33,M,Desc,1.0,0.0,0.7834108482486359,0.7158454428237767,9.078687318708582,438.5022434469692,11.870775721467464,1.3131890114426423,1.5821884576735137,2.041185601581787,1.217618857896745,1.4265716610815677,0.9649150833430776,0.8131003569636162,14.812160233475552,36.82612357676539,292
4389,0.05,-1.35,4.8,-0.26,1.00987,2.54,0.11,15.0,2,1.44,MB,***,3.0,7.6923076923076925,0.7249650464502273,0.6379816776989262,7.503097173990769,2.9523906410558554,9.351070848207208,4.428996799460058,1.391184917638635,1.4407459398370361,0.964485635508239,2.0590525249295606,1.3645593560288818,0.08903095697907905,12.1134197270337,23.232382045533104,1276
4390,0.31,-0.3,69.7,0.053,1.01404,3.09,0.5,14.1,2,1.0,B,***,3.0,0.0,0.8015421877366179,0.44489827822093553,9.47594418797894,10.156303694601124,24.922134928567345,9.597645591958875,1.4061841475535557,1.7038193042871266,1.113325991464476,1.9963269928530423,1.3645593560288818,1e-08,15.765837599305668,5.4932816252109005,848
4391,0.19,1.54,-29.4,0.612,1.00422,1.61,-0.44,6.5,2,5.03,R,**,2.0,7.6923076923076925,0.04628849880600805,0.8841476681738283,8.536818271917417,88.51083946085673,4.156167398183991,23.739503021084,1.370054627546638,0.8227648634905617,0.7078773064550316,1.355455211425844,1.3645593560288818,7.464254245892226,1.1720165551641832,85.70502705541506,543
4392,0.13,0.81,3.0,0.056,0.9945,3.47,0.78,11.6,2,1.58,MB,***,1.0,0.0,0.9105158394359149,0.7229694785574842,8.085628904127518,37.493692658411625,9.025851778716826,9.656736280395057,1.331234396472282,1.8640160154138072,1.2079882512234748,1.810724140316208,1.3645593560288818,0.15467545673301414,22.939626742074722,38.31424364712493,1096
4393,1.73,-0.92,21.4,-0.479,0.9913,3.26,-0.34,9.2,3,3.59,M,*,1.0,7.6923076923076925,0.7354537958710285,0.153102868418868,24.309245966810444,4.896758393298666,12.621622335195578,1.9863903972392383,1.3176784358156668,1.7772720939992088,0.7596998859886639,1.6125713454780422,1.6712221139600012,3.083142057384748,12.558650910193352,0.07696071696458129,702
4394,0.05,0.32,3.8,0.044,0.99108,3.73,0.33,11.8,2,2.61,M,*,3.0,0.0,0.23239574944911923,0.6564126018569175,7.503097173990769,21.065059055830158,9.169682982462394,9.42146160656003,1.3167309613364282,1.9661179985659458,1.0511508536422203,1.8262666498431863,1.3645593560288818,1.191450131112143,2.2237450553656974,26.035936927382036,635
4395,-0.83,0.29,2.4,0.374,0.9991,3.17,1.21,8.9,2,5.99,R,****,2.0,7.6923076923076925,0.3879227559742292,0.8894061089471744,2.532471201327324,20.334445877429346,8.918724511070316,16.948766115952747,1.3500238973149299,1.7387718918792667,1.3378803709246117,1.586062545503325,1.3645593560288818,11.443827596214316,3.797797247154761,87.76234368998604,424
4396,1.38,0.15,-6.6,0.845,0.95734,2.85,0.3,9.1,1,1.21,M,Desc,1.0,0.0,0.786909068027099,0.3914844342459264,20.016029203758066,17.246094481452428,7.38856082738975,31.49321769666082,1.1380871787672733,1.594370662887918,1.0397659316482213,1.6037837641820891,0.9649150833430776,0.020295186404757113,14.991557450214207,3.293172817857555,227
4397,-0.37,0.37,-2.1,-0.326,0.9978,2.86,0.47,10.5,3,2.68,B,**,3.0,0.0,0.9282526709828763,0.2329846858974689,4.802069845456273,22.34154720337408,8.135655482272902,3.5911333710690254,1.3447933339706424,1.5990805934875985,1.1026310555354846,1.722735647246309,1.6712221139600012,1.2972968547435764,24.38346228810266,0.4129354918651211,516
4398,0.18,0.28,1.1,-0.106,0.98323,4.02,1.75,19.3,2,1.63,R,**,3.0,0.0,0.7081521324021872,0.08847499120114433,8.460769414774614,20.096583377782547,8.688809423850241,6.725346163305656,1.2814977382928183,2.0740798114401793,1.4802220179367593,2.3356045312806817,1.3645593560288818,0.1824857642327197,11.432431403368167,0.008572609842288458,792
4399,0.19,0.28,1.1,0.044,1.03487,3.22,1.68,11.2,2,1.95,M,**,1.0,0.0,0.6664471368697276,0.21679301249830152,8.536818271917417,20.096583377782547,8.688809423850241,9.42146160656003,1.4747397204326318,1.7602648553397768,1.4628737778795868,1.779231852320743,1.3645593560288818,0.41488392664574275,9.903925376678178,0.30954223831967775,568
4400,1.3,0.34,37.2,0.487,0.95855,3.36,-0.46,15.4,2,1.38,M,**,2.0,0.0,0.43613260485760885,0.35867537996772403,19.093245802494238,21.566660754236345,16.18927296932818,20.03063277304009,1.146081657311483,1.8190946742867051,0.697182547111171,2.086325293052348,1.3645593560288818,0.06641234937562158,4.483167977701565,2.3202676240590705,402
4401,0.46,0.14,28.8,0.066,0.93592,4.91,0.52,9.8,2,4.33,R,Desc,2.0,0.0,0.42655596517631633,0.4608075114230291,10.718752546459076,17.04435802070843,14.237333313701408,9.85501496766624,0.9557337623587662,2.3749631937404887,1.1203929273743929,1.6643227560403107,1.3645593560288818,5.0964935814692085,4.337824776864756,6.322303956124392,566
4402,0.92,-0.11,7.9,-0.088,0.95096,3.21,0.71,8.8,1,1.05,R,**,3.0,7.6923076923076925,0.8002647656734754,0.9333996329967953,15.00740460705612,12.700704877502949,9.924662967632193,7.024942258482684,1.0928633715950429,1.7559873083691044,1.1851494495453176,1.5771272669780634,0.9649150833430776,0.0011556952356466777,15.696681479239977,106.4593690871789,508
4403,0.25,0.3,14.7,-0.315,0.97909,3.07,0.66,10.3,2,1.01,R,Desc,2.0,0.0,0.40692708938314226,0.5183139926640187,9.00025669986789,20.57512370979586,11.242662439799094,3.7246820133437235,1.2616807270177626,1.694968540734454,1.1685106434615053,1.706250317593399,1.3645593560288818,4.7322065997893435e-05,4.054480140101397,10.120322979716555,599
4404,-0.24,0.85,10.0,0.161,0.9971,3.36,2.17,0.9,2,2.03,R,***,2.0,0.0,0.00495244504732506,0.48555815114476975,5.573964673804735,39.30055349327412,10.32292512822829,11.839158766180434,1.3419514062457587,1.8190946742867051,1.5784295913565394,0.5044559822473393,1.3645593560288818,0.4876894657395136,1.0166089121352184,7.794241699496641,500
4405,0.26,0.4,1.7,-0.063,0.9925,3.09,0.3,10.1,2,2.77,R,Desc,1.0,0.0,0.3631271872901115,0.8166418213191765,9.078687318708582,23.144275190703553,8.794551011908943,7.451878371255707,1.3228108426760106,1.7038193042871266,1.0397659316482213,1.6896041495811944,1.3645593560288818,1.4400031987332926,3.48716853720071,62.37688059016913,595
4406,-0.74,0.43,7.1,0.029,0.9952,1.74,1.6,9.4,2,2.42,M,*,2.0,0.0,0.3288382328324485,0.33913171880481696,2.91987120671859,23.97584505795192,9.775004803568661,9.131448563927636,1.334145214160436,0.9340632526106245,1.4426715431534607,1.6300043890316513,1.3645593560288818,0.9268542664251307,3.099028160218486,1.8543361329365375,520
4407,1.35,0.3,31.6,0.037,0.99601,3.25,0.37,10.4,3,3.82,B,****,3.0,0.0,0.6472872476467552,0.05589054813524652,19.667433540750682,20.57512370979586,14.874052009207237,9.285557997082101,1.3374898407281663,1.7730355784127236,1.0661318875026782,1.7145127961874087,1.6712221139600012,3.6550068013158254,9.2719582509222,0.001362971944493078,828
4408,1.22,0.3,-5.8,0.223,0.9927,2.56,1.78,15.8,2,2.31,R,*,3.0,7.6923076923076925,0.00971921072670312,0.15306390878172538,18.19223850818254,20.57512370979586,7.51874841673228,13.232141905532478,1.3236604594554333,1.4511480733332796,1.4875658256653177,2.113246118283702,1.3645593560288818,0.7888327478128357,1.0334231869134132,0.07688237985262818,643
4409,1.37,-0.84,3.2,-0.443,0.97466,3.06,0.33,12.0,2,4.47,R,***,3.0,0.0,0.3168441245388496,0.8043729352929404,19.899490397751144,5.380090485221067,9.061702988915695,2.3215418628383637,1.2393867425297165,1.6905257822016475,1.0511508536422203,1.8416779958328868,1.3645593560288818,5.534016018052048,2.9737155775978574,58.71174750499625,762
4410,0.32,-0.41,8.25,0.53,0.99362,2.99,-1.26,11.0,3,1.48,R,***,2.0,0.0,0.29319254946634254,0.910460384075204,9.556416316846391,8.92327826604641,9.990495937508765,21.270960344278144,1.3275477774558848,1.6590933921125561,0.1349125506816899,1.7632747999977538,1.6712221139600012,0.10594827852603181,2.7412609180874186,96.37285926554686,586
4411,1.68,0.36,11.1,0.07,0.98341,1.72,0.46,10.3,4,2.15,R,Desc,2.0,0.0,0.8654268220602029,0.5047519213362401,23.670410411039864,22.080206604480747,10.534665302555517,9.934890632157522,1.2823387386663134,0.9178193135337452,1.0990405068279263,1.706250317593399,1.9297524380738358,0.607927273248057,19.642530118155136,9.101837533111839,343
4412,-0.07,1.74,8.9,0.036,0.9935,3.06,-1.29,10.1,3,2.57,R,**,2.0,0.0,0.2083275367383538,0.2622916942585328,6.670129779320896,111.99502177821729,10.113334533774461,9.266223794239941,1.3270426705048342,1.6905257822016475,0.10620498982219717,1.6896041495811944,1.6712221139600012,1.1329883638294849,2.04697833309002,0.6633788088629134,984
4413,1.36,-0.86,-20.5,-0.243,0.99946,3.23,-1.18,8.8,2,1.0,M,*,2.0,0.0,0.8206109649824335,0.5982523410844947,19.78329184341535,5.254959267378929,5.308048840881791,4.659025669296908,1.351461666334301,1.7645320327881149,0.20766577306938216,1.5771272669780634,1.3645593560288818,1e-08,16.83514134233965,17.963358322684055,576
4414,0.58,0.2,1.75,0.058,0.99322,3.61,0.49,11.7,3,2.52,M,*,1.0,0.0,0.6044373350767593,0.09946129624600464,11.768120003965773,18.291163243835214,8.803391679238581,9.696230820825633,1.3258618393907036,1.9196689242661233,1.1097737067514437,1.818512000050223,1.6712221139600012,1.0619791857638905,8.000719751059442,0.01369555152281138,333
4415,-0.115,1.76,57.1,-0.128,0.9965,3.19,0.82,9.6,4,1.0,M,Desc,3.0,0.0,0.47834773301328115,0.2972492569748775,6.370398849610287,114.66184995980937,21.313750176775727,6.368038994390581,1.339501015757762,1.7474008010675137,1.2208085590183475,1.6472529472634223,1.9297524380738358,1e-08,5.184163474061026,1.0943442994047103,252
4416,0.63,2.9,6.8,0.047,0.99303,3.23,-0.07,10.0,4,1.61,R,**,1.0,0.0,0.6209589087633842,0.39717083919691887,12.219817140616463,438.5022434469692,9.719176116573028,9.48000825504136,1.3250587607081927,1.7645320327881149,0.8875276438011761,1.6812192600250566,1.9297524380738358,0.17108590376114044,8.468798303720074,3.4887497083737746,574
4417,1.91,-0.81,5.6,0.128,1.01042,2.52,0.44,8.8,3,5.27,M,Desc,3.0,7.6923076923076925,0.38220832030696905,0.9080256559917035,26.679486063507863,5.573396220385179,9.497460229653347,11.129316798348675,1.3931911142883078,1.430268155128583,1.0918205002968915,1.5771272669780634,1.6712221139600012,8.379735191623965,3.7238409421451575,95.34604802007415,218
4418,0.39,-1.05,3.5,-0.437,1.01727,3.84,-1.0,4.2,2,5.72,R,Desc,1.0,7.6923076923076925,0.3774865553353485,0.351032531914503,10.129248265710121,4.202204738793375,9.1156130426359,2.379939293560861,1.4174808260299474,2.0077525385330417,0.3542581679470156,1.089581224194536,1.3645593560288818,10.238956106474253,3.6638196749051968,2.128701946336503,382
4419,-0.19,1.25,44.4,0.047,0.9978,1.45,-2.32,13.5,3,1.17,R,*,1.0,0.0,0.3274501142534746,0.14461671284246314,5.886158625293323,62.922096503286234,17.962133033044772,9.48000825504136,1.3447933339706424,0.6605203100123188,-9.210340371976182,1.9533912998620935,1.6712221139600012,0.013304413838902199,3.0842592452930666,0.0612588991073398,421
4420,0.29,0.4,-2.8,0.024,0.96238,1.98,0.32,14.2,3,1.0,R,*,3.0,7.6923076923076925,0.24092532199154892,0.4796392571524727,9.316020685257413,23.144275190703553,8.017077996831526,9.03578503111471,1.1703417254915067,1.1106108998480742,1.0473702632020228,2.003393482168808,1.6712221139600012,1e-08,2.2899873407236293,7.421045107911237,588
4421,0.28,0.23,45.0,0.087,1.03595,2.09,0.7,13.1,2,2.19,M,**,2.0,0.0,0.6832063739778842,0.8279503619558419,9.236569311403342,18.948361625083457,18.114028410451247,10.277958914835882,1.4780428340309277,1.182753923080478,1.1818437626361404,1.9242353396520266,1.3645593560288818,0.6509477421156742,10.491927879988054,65.90466469143357,309
4422,0.35,-0.98,31.0,0.634,0.95518,2.99,-0.01,1.1,4,1.24,R,**,3.0,0.0,0.15799601409415676,0.10968934264221797,9.799874213475514,4.56297404837941,14.736439790628939,24.424846133146993,1.1233824227418154,1.6590933921125561,0.9138438828392865,0.5576771485642135,1.9297524380738358,0.026503346980088355,1.721428579568554,0.020263758801100158,620
4423,0.24,1.74,11.0,0.029,1.03413,3.03,-0.58,5.3,3,2.8,B,**,1.0,0.0,0.020403578601443484,0.8214913209105797,8.922166332698326,111.99502177821729,10.515327370183893,9.131448563927636,1.4724635967082842,1.677126894100597,0.6304946069954445,1.2239652961370986,1.6712221139600012,1.489226404893381,1.0721283768845045,63.871904635446306,680
4424,0.46,-2.27,-27.1,0.476,0.9947,3.32,0.79,11.9,5,5.24,B,****,1.0,7.6923076923076925,0.023159254291757247,0.4586213602639919,10.718752546459076,1.0001000050001667,4.440360896651839,19.719324112924433,1.332068007030989,1.802482093906701,1.2112087698470553,1.833988510959719,2.1575230219663686,8.262404829954678,1.0823441023996625,6.203162966658913,861
4425,1.18,0.27,1.0,-0.363,1.00926,3.24,2.08,10.2,2,4.2,R,**,1.0,0.0,0.6922720958311896,0.18512969195526896,17.749900901133742,19.861503278456823,8.671248003770678,3.159817171225836,1.3889496640986836,1.7687889157630847,1.5581818525013567,1.6979476329630379,1.3645593560288818,4.706353389593712,10.824421572420276,0.16457340390084893,358
4426,0.31,-0.84,2.3,0.042,0.98952,3.32,0.41,3.8,2,3.92,B,**,2.0,0.0,0.029569975393196613,0.3408938797948722,9.47594418797894,5.380090485221067,8.900932144392785,9.382531255712264,1.3099530967383224,1.802482093906701,1.0808917985613016,1.036403066430284,1.3645593560288818,3.918809207446594,1.1064878736439496,1.893185833917375,686
4427,-0.6,0.73,1.4,0.054,0.94202,2.67,-0.23,11.0,2,2.24,M,*,2.0,7.6923076923076925,0.7502014497754192,0.093557440919943,3.577273956378686,34.12536549806629,8.74160027482645,9.617322338476312,1.0181274909297564,1.507076972964487,0.8137646451148489,1.7632747999977538,1.3645593560288818,0.7067913592379249,13.21248367935833,0.010720357329322599,450
4428,0.33,0.18,4.9,-0.38,0.99385,3.36,-0.33,16.2,3,1.68,M,Desc,2.0,0.0,0.6823854240782006,0.9096221664941817,9.63722869738497,17.865743719993063,9.369307342957754,2.9708935424222624,1.328514290715359,1.8190946742867051,0.7647374449397986,2.139828283870531,1.6712221139600012,0.2125938839965684,10.462327858961697,96.01842177705635,324
