,ID,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,Region,PrecioBotella,Etiqueta,Clasificacion,prop_missings,Beneficio,Compra
5303,13363,0.29,2.09,14.95,0.067,0.99838,3.04,0.08,10.6,3,3.0,1.89,r,*,0.0,368,1
5304,13367,0.43,1.0,79.35,0.032,0.98093,3.29,0.5,11.8,4,1.0,1.42,R,**,0.0,616,1
5305,13371,2.12,1.4,38.4,-0.239,0.99241,4.01,1.88,16.4,1,2.0,1.23,M,**,7.6923076923076925,310,1
5306,13372,0.49,0.19,4.0,0.077,0.97462,3.37,0.26,10.5,3,2.0,1.38,R,**,0.0,376,1
5307,13374,0.24,-0.82,17.8,0.046,0.98769,3.09,0.39,8.7,3,1.0,1.36,M,*,7.6923076923076925,347,1
5308,13375,0.66,0.49,11.7,0.035,0.99749,3.14,0.34,9.0,4,3.0,1.14,r,?,0.0,593,1
5309,13379,0.18,0.45,1.25,0.034,0.9733,3.51,-0.84,16.4,1,2.0,2.82,r,*,0.0,609,1
5310,13380,0.4,0.57,-43.8,-0.042,0.96945,3.28,0.57,12.5,5,3.0,3.29,R,*,0.0,0,0
5311,13381,0.15,1.06,1.5,0.042,0.98,3.11,1.87,14.9,2,2.0,2.84,R,?,0.0,620,1
5312,13382,-0.63,0.32,56.6,0.374,1.01105,1.37,0.44,4.2,2,2.0,3.79,M,**,0.0,308,1
5313,13383,1.77,0.41,1.5,0.056,0.98154,2.24,0.31,15.6,4,1.0,1.46,MB,?,7.6923076923076925,0,0
5314,13384,1.66,0.19,-5.3,0.049,0.99514,3.56,0.48,4.1,2,3.0,2.25,R,**,0.0,386,1
5315,13385,1.81,0.32,7.9,-0.432,0.99176,4.05,0.46,13.1,4,1.0,2.68,R,***,0.0,593,1
5316,13389,0.95,0.88,25.9,-0.398,0.99395,2.9,1.81,11.0,5,2.0,2.17,R,?,7.6923076923076925,126,1
5317,13390,1.715,-1.11,1.8,0.114,1.0279,3.22,-0.57,11.0,3,3.0,3.27,M,*,0.0,590,1
5318,13391,0.25,0.41,13.3,-0.37,0.9972,3.23,1.74,7.0,2,3.0,1.25,MB,***,7.6923076923076925,834,1
5319,13393,1.72,1.21,-53.5,0.078,0.99712,4.19,0.72,9.8,3,2.0,2.01,r,*,7.6923076923076925,0,0
5320,13394,0.09,1.28,4.8,0.438,1.03275,3.06,1.05,8.7,2,1.0,1.28,R,*,7.6923076923076925,771,1
5321,13397,1.51,1.45,-4.8,0.04,1.00409,3.16,0.21,9.4,3,3.0,1.94,R,**,0.0,552,1
5322,13399,-0.24,0.33,84.3,0.048,0.9962,3.1,0.54,5.4,3,2.0,1.55,B,**,0.0,672,1
5323,13401,1.63,0.03,99999.0,0.032,1.02815,3.42,0.68,14.5,1,3.0,3.36,R,?,7.6923076923076925,375,1
5324,13402,0.36,0.04,1.8,0.074,1.03417,3.54,1.87,11.4,3,1.0,1.25,m,?,0.0,0,0
5325,13405,-0.78,-0.24,3.7,1.027,1.06645,2.91,0.29,15.8,2,3.0,1.15,R,*,0.0,590,1
5326,13406,1.25,0.46,36.4,0.217,0.96911,2.84,1.73,12.5,3,2.0,5.09,R,*,0.0,253,1
5327,13407,1.9,-0.35,99999.0,0.044,0.95587,2.97,2.0,11.0,2,2.0,1.93,MM,*,0.0,555,1
5328,13413,-0.86,1.27,56.8,0.067,1.06751,2.4,-0.93,9.0,3,1.0,1.85,MB,?,0.0,0,0
5329,13414,0.44,-0.11,22.0,0.096,0.99771,3.54,0.72,9.2,2,1.0,3.67,R,**,0.0,457,1
5330,13415,0.44,0.27,8.4,0.057,0.99257,3.16,0.36,18.0,3,2.0,1.49,M,?,0.0,518,1
5331,13420,0.25,-0.76,1.5,0.047,0.9933,2.17,0.44,10.5,3,1.0,2.39,R,*,0.0,535,1
5332,13424,1.24,0.32,1.1,-0.396,0.95103,2.07,0.41,11.0,2,2.0,1.73,B,**,0.0,989,1
5333,13425,-0.59,0.77,18.0,0.322,0.99786,3.39,-0.35,8.4,4,3.0,5.14,M,?,0.0,254,1
5334,13429,0.23,-0.75,-53.5,1.027,0.99542,2.86,1.36,9.1,2,2.0,2.88,B,****,7.6923076923076925,769,1
5335,13432,0.86,0.58,1.25,0.034,0.99129,3.09,1.53,12.4,1,2.0,3.29,R,**,0.0,587,1
5336,13435,0.22,0.35,-0.4,0.039,0.9994,3.24,0.42,6.0,2,2.0,3.99,R,*,0.0,541,1
5337,13440,0.51,0.24,2.6,0.087,0.9998,2.29,-0.14,9.8,5,1.0,2.19,M,?,7.6923076923076925,0,0
5338,13442,-0.8,0.48,8.0,0.073,0.99458,3.2,0.69,7.7,6,2.0,1.73,B,?,0.0,0,0
5339,13443,0.3,0.22,99999.0,0.082,1.01567,3.49,1.34,11.6,3,1.0,2.32,MM,*,7.6923076923076925,275,1
5340,13444,1.13,0.27,33.9,-0.157,1.02416,2.5,-2.12,9.4,3,3.0,4.12,M,?,0.0,0,0
5341,13445,0.23,0.3,-54.5,-0.262,0.9906,4.26,0.4,11.8,2,3.0,1.0,MB,?,0.0,0,0
5342,13451,0.38,0.29,9.9,-0.15,1.0209,3.11,0.37,7.1,2,1.0,3.64,M,**,0.0,472,1
5343,13452,-1.2,0.39,1.1,0.04,1.02011,3.32,-1.68,13.5,2,1.0,1.74,M,**,0.0,592,1
5344,13455,0.77,0.28,27.1,0.057,0.99425,3.37,0.58,10.1,2,1.0,3.87,R,?,0.0,0,0
5345,13456,0.32,0.43,1.6,0.05,0.99346,3.27,0.47,8.6,3,1.0,1.28,B,***,0.0,755,1
5346,13466,0.34,0.29,7.6,0.04,0.9965,3.11,-0.75,5.6,3,2.0,2.69,m,*,0.0,538,1
5347,13471,-0.73,-0.93,1.0,-0.533,0.99987,4.07,1.69,12.2,3,1.0,3.95,R,*,16.666666666666664,487,1
5348,13473,0.4,-0.99,45.9,-0.326,0.995,3.2,-0.86,7.5,3,3.0,1.35,MB,****,0.0,992,1
5349,13474,-0.53,0.09,-55.6,0.043,0.99128,3.08,0.38,9.9,3,2.0,1.86,M,**,0.0,284,1
5350,13475,0.63,0.07,2.1,-0.138,1.01963,2.4,2.3,10.4,3,1.0,1.35,M,?,0.0,0,0
5351,13476,0.72,-0.09,-46.5,0.204,0.98693,2.01,0.45,12.8,3,2.0,2.18,B,***,0.0,803,1
5352,13477,-1.02,-0.43,1.4,0.038,0.9927,3.92,0.46,101.0,3,1.0,3.03,R,*,0.0,771,1
5353,13479,0.43,-0.52,-10.25,0.032,0.99565,3.23,0.51,5.6,2,3.0,2.81,R,**,0.0,436,1
5354,13480,0.45,-0.77,2.4,0.037,0.99528,3.43,0.59,16.8,3,2.0,4.47,R,?,7.6923076923076925,0,0
5355,13482,0.69,0.27,47.0,0.503,0.9948,3.28,0.35,10.2,2,1.0,4.48,R,***,0.0,565,1
5356,13483,-1.04,-0.74,9.85,0.122,1.00225,3.02,-0.57,9.6,2,1.0,3.15,m,***,7.6923076923076925,488,1
5357,13484,0.64,1.74,34.9,0.611,0.9495,3.31,0.54,12.8,2,1.0,3.99,r,**,0.0,564,1
5358,13488,0.24,0.33,4.8,0.327,1.0216,2.7,-0.87,6.6,2,1.0,2.77,R,?,0.0,575,1
5359,13491,0.27,0.59,6.1,0.032,0.95353,2.89,-0.94,10.9,4,3.0,5.04,M,?,7.6923076923076925,0,0
5360,13492,0.3,-1.78,11.0,0.042,0.96052,3.15,-0.97,7.4,1,1.0,1.6,R,*,0.0,366,1
5361,13494,-0.05,1.5,2.0,0.072,0.99064,4.44,0.65,12.5,2,3.0,1.54,B,****,0.0,994,1
5362,13495,-0.3,0.02,1.7,-0.155,0.99316,3.37,-1.0,10.4,3,3.0,1.81,R,?,0.0,0,0
5363,13496,1.43,0.42,1.7,0.049,1.05838,2.5,0.6,5.4,2,2.0,3.47,R,***,7.6923076923076925,676,1
5364,13499,1.25,-0.37,10.4,0.0,0.99618,3.38,0.45,101.0,2,3.0,1.57,R,**,0.0,504,1
5365,13501,0.22,-0.63,52.4,-0.518,0.998,2.87,1.88,9.5,6,1.0,4.06,r,*,0.0,0,0
5366,13502,-2.05,-0.7,19.3,0.409,1.00055,5.07,0.56,101.0,3,1.0,1.2,MM,?,0.0,141,1
5367,13503,0.29,1.28,1.0,0.038,0.99164,3.35,0.45,16.0,1,3.0,2.47,R,***,0.0,427,1
5368,13506,-0.14,0.2,53.2,0.05,0.99504,2.66,0.48,101.0,2,3.0,2.17,R,*,0.0,453,1
5369,13507,0.16,0.26,57.4,-0.308,0.97273,3.3,0.43,14.7,4,2.0,2.23,M,**,0.0,301,1
5370,13512,0.24,-1.13,30.9,0.479,0.99018,3.04,0.08,7.0,2,3.0,2.98,MB,*,0.0,1092,1
5371,13513,1.52,-0.12,44.05,0.033,1.0235,2.37,-1.23,11.1,3,2.0,3.27,R,****,0.0,857,1
5372,13514,0.3,0.36,4.5,0.054,0.95449,3.46,1.11,10.4,3,2.0,3.99,R,*,7.6923076923076925,0,0
5373,13517,0.34,0.36,4.9,0.363,1.04085,3.15,0.49,9.7,2,3.0,2.97,R,*,0.0,575,1
5374,13519,2.035,0.1,11.5,0.053,0.99362,4.27,-1.07,9.3,2,2.0,3.31,R,**,0.0,596,1
5375,13522,0.18,1.78,7.1,0.041,0.98396,3.2,1.45,9.2,3,3.0,4.37,MM,*,0.0,322,1
5376,13523,1.075,1.63,0.1,-0.116,0.9982,3.17,1.36,-1.1,6,3.0,2.64,B,?,0.0,0,0
5377,13531,1.3,-1.28,-24.3,0.041,0.99524,3.05,0.53,-1.0,1,3.0,1.39,R,***,0.0,824,1
5378,13540,1.63,0.28,-19.3,0.046,0.99665,3.17,1.76,10.9,3,1.0,4.15,M,*,0.0,575,1
5379,13541,0.41,0.01,2.8,-0.498,1.03418,2.45,-0.13,8.3,2,1.0,3.81,R,**,0.0,310,1
5380,13543,-1.0,0.49,8.2,-0.118,0.9368,3.29,0.6,-1.6,4,1.0,1.25,B,**,0.0,654,1
5381,13544,-0.56,0.49,1.2,0.266,1.01126,3.38,-0.69,2.5,2,3.0,1.54,B,**,0.0,795,1
5382,13546,-0.55,1.59,8.5,-0.457,1.03425,2.78,0.52,12.5,3,2.0,4.92,R,?,0.0,548,1
5383,13547,0.23,0.26,99999.0,0.045,1.02745,2.68,0.6,5.1,2,1.0,1.78,R,*,0.0,542,1
5384,13550,-0.73,1.49,1.1,0.13,0.9927,2.71,3.31,5.6,2,3.0,4.84,R,***,0.0,965,1
5385,13551,0.22,2.55,27.6,-0.309,0.9984,3.34,0.36,13.7,2,2.0,1.47,M,?,7.6923076923076925,288,1
5386,13553,-1.05,-1.9,-4.1,-0.529,0.91544,3.16,-0.97,9.8,3,1.0,1.49,M,**,7.6923076923076925,634,1
5387,13554,0.32,-0.62,-9.8,0.053,1.02877,3.25,0.02,4.9,2,1.0,1.79,R,***,7.6923076923076925,797,1
5388,13556,0.04,0.32,8.5,1.027,0.9956,3.19,0.4,9.4,3,3.0,1.0,R,**,0.0,509,1
5389,13557,0.15,0.34,5.1,0.249,0.9942,3.01,1.5,9.6,2,2.0,1.52,m,*,0.0,338,1
5390,13560,0.25,-0.55,45.6,0.038,0.97493,3.14,-1.18,-1.2,2,2.0,3.76,M,**,0.0,374,1
5391,13561,-0.85,0.3,60.6,-0.346,0.94382,3.19,0.49,9.7,3,1.0,1.6,b,*,0.0,661,1
5392,13563,0.33,0.18,8.0,0.224,0.9961,3.22,0.43,2.4,2,3.0,3.22,m,?,0.0,307,1
5393,13567,0.66,1.81,-23.4,0.248,0.99662,3.08,0.53,9.0,4,3.0,3.09,R,?,0.0,0,0
5394,13568,-0.03,0.34,119.4,-0.546,1.02398,2.93,-1.09,8.6,5,2.0,1.0,r,****,0.0,943,1
5395,13569,0.25,1.41,33.5,1.027,0.99893,2.02,0.4,11.1,2,2.0,3.93,B,?,0.0,0,0
5396,13577,0.93,0.27,1.2,0.026,1.02843,4.32,-0.2,10.8,5,3.0,4.52,MM,?,0.0,105,1
5397,13578,0.87,0.36,1.2,0.334,0.98395,1.9,-0.93,101.0,2,1.0,1.37,M,*,0.0,520,1
5398,13579,0.6,1.18,2.6,0.085,0.9984,2.09,0.94,9.2,4,1.0,2.74,M,*,0.0,0,0
5399,13580,0.41,0.07,131.3,0.587,0.9962,2.93,3.38,7.6,3,2.0,2.15,M,?,0.0,0,0
5400,13586,-1.05,0.85,5.0,0.185,0.99171,2.38,0.5,7.7,2,1.0,1.27,mb,****,7.6923076923076925,1218,1
5401,13597,-1.13,0.4,-15.7,0.167,0.99289,3.17,-0.46,11.0,2,2.0,1.0,MM,*,0.0,302,1
5402,13598,-0.45,0.26,99999.0,0.038,0.99907,2.21,0.68,101.0,3,1.0,3.1,M,?,7.6923076923076925,330,1
5403,13601,0.06,0.49,97.8,0.045,0.9957,3.97,0.4,9.0,3,2.0,1.84,R,**,0.0,409,1
5404,13603,0.24,0.32,15.6,0.023,0.99145,3.34,0.35,12.6,2,2.0,4.01,R,**,0.0,737,1
5405,13605,0.15,-0.57,1.0,0.122,1.04281,2.92,0.41,13.1,3,1.0,1.62,M,*,0.0,476,1
5406,13606,0.39,0.14,-126.1,0.073,1.02195,2.61,0.12,5.2,5,1.0,4.56,B,?,0.0,0,0
5407,13607,0.25,-0.92,-32.3,0.055,0.998,3.58,0.47,10.0,2,1.0,6.83,R,*,0.0,572,1
5408,13610,1.08,0.67,5.2,0.086,0.9988,2.91,0.98,13.2,8,2.0,2.37,B,*,0.0,0,0
5409,13613,0.37,0.3,2.7,-0.087,0.97038,3.97,-0.51,9.1,4,1.0,1.65,M,***,0.0,475,1
5410,13621,1.0,-0.54,-116.0,0.034,0.97129,3.39,0.49,9.1,3,2.0,1.14,R,*,0.0,643,1
5411,13626,0.23,0.07,99999.0,0.073,0.99534,3.06,-0.23,10.3,3,1.0,1.27,R,*,0.0,327,1
5412,13627,0.2,1.61,55.9,0.05,0.9985,3.21,1.57,9.2,3,1.0,1.83,M,**,0.0,467,1
5413,13631,1.32,0.38,67.9,0.039,0.99288,2.89,0.37,13.8,2,1.0,1.33,R,?,7.6923076923076925,516,1
5414,13632,0.07,0.28,1.4,0.464,0.95571,3.33,0.93,10.9,1,2.0,1.07,R,*,0.0,0,0
5415,13635,0.19,0.42,-22.1,0.253,0.98185,3.18,0.68,12.0,2,1.0,1.79,M,**,0.0,674,1
5416,13636,0.52,-0.04,-67.7,-0.01,0.99438,3.22,0.78,4.7,7,3.0,1.38,mb,?,0.0,0,0
5417,13639,0.64,0.1,8.9,-0.485,0.96012,2.11,2.41,15.5,3,1.0,1.21,m,**,7.6923076923076925,206,1
5418,13642,0.22,0.26,1.2,-0.106,0.99104,3.71,0.35,7.4,2,2.0,2.55,mm,?,0.0,157,1
5419,13645,0.545,0.55,4.0,0.507,0.99037,3.09,1.4,10.3,4,3.0,1.47,R,?,7.6923076923076925,0,0
5420,13647,0.47,0.49,-50.8,0.085,0.99515,2.44,0.6,16.7,5,1.0,1.87,M,*,0.0,0,0
5421,13648,1.24,0.39,0.9,1.027,1.0739,3.95,0.28,12.6,5,3.0,2.09,M,*,0.0,0,0
5422,13649,1.05,0.13,7.0,0.63,0.99558,3.06,-2.32,9.4,2,3.0,1.0,B,*,0.0,590,1
5423,13650,-2.05,-0.95,99999.0,-0.42,1.07091,3.59,1.76,15.0,3,3.0,1.12,MB,*,0.0,0,0
5424,13652,-0.93,1.77,-8.5,0.049,0.99505,3.66,2.22,6.8,4,1.0,5.52,B,**,0.0,614,1
5425,13654,1.06,0.05,8.0,0.33,0.99269,4.66,0.46,101.0,3,3.0,1.41,R,****,7.6923076923076925,640,1
5426,13655,0.44,1.45,1.6,0.045,1.0009,2.98,0.49,10.5,3,3.0,2.3,R,?,7.6923076923076925,782,1
5427,13656,0.25,0.47,-7.5,0.573,0.98458,4.12,1.5,9.5,2,1.0,2.6,B,**,0.0,490,1
5428,13657,1.84,0.91,2.5,0.09,0.95609,4.2,-0.93,9.3,5,3.0,1.27,M,?,0.0,0,0
5429,13660,-0.23,-0.79,32.5,0.482,0.9814,3.31,-0.52,14.4,2,3.0,1.0,M,***,0.0,748,1
5430,13666,1.0,0.5,13.3,0.053,0.94979,3.09,0.45,9.4,3,3.0,2.93,R,*,0.0,0,0
5431,13667,-0.4,1.58,-35.45,0.074,0.95325,3.85,0.85,12.0,7,1.0,4.82,B,?,0.0,0,0
5432,13668,-0.13,1.19,-56.8,-0.179,1.00163,2.6,0.32,12.7,5,1.0,1.23,r,**,0.0,379,1
5433,13671,0.6,0.55,62.2,0.024,1.00928,2.99,-0.87,6.2,3,2.0,2.63,B,?,0.0,0,0
5434,13675,0.105,-0.37,12.2,-0.481,1.00817,2.83,0.37,9.0,3,1.0,1.61,R,?,0.0,0,0
5435,13677,0.33,0.04,1.1,0.198,0.9928,3.24,1.66,3.6,2,2.0,1.72,R,?,0.0,0,0
5436,13680,1.44,0.29,-1.7,0.029,0.97858,3.31,0.33,12.9,3,1.0,1.56,B,*,0.0,829,1
5437,13681,0.8,0.07,3.6,0.071,0.9991,4.61,1.58,9.4,6,2.0,3.19,R,*,0.0,0,0
5438,13682,0.33,1.44,1.7,0.062,0.9958,3.1,2.44,9.5,5,3.0,3.79,R,?,0.0,0,0
5439,13683,0.2,-0.98,48.2,-0.05,0.9783,1.16,0.69,-0.3,3,2.0,1.61,R,*,0.0,738,1
5440,13689,0.12,0.33,-2.0,0.052,0.9976,3.04,0.13,10.2,4,2.0,1.54,m,**,0.0,547,1
5441,13691,0.27,-1.61,24.5,-0.854,0.96726,2.97,0.51,11.9,3,2.0,1.0,B,**,0.0,824,1
5442,13694,0.43,-1.06,2.3,0.049,1.03775,3.23,0.64,7.4,3,3.0,2.41,R,?,0.0,0,0
5443,13696,1.13,1.45,9.1,1.027,1.01741,3.7,-0.42,5.7,2,3.0,1.07,B,***,0.0,846,1
5444,13697,0.2,0.41,36.8,0.044,0.9954,3.94,0.58,9.8,2,3.0,4.55,M,**,0.0,560,1
5445,13701,0.13,0.3,5.0,0.429,0.9945,3.23,0.42,10.5,2,1.0,1.0,R,*,7.6923076923076925,700,1
5446,13702,0.65,-1.2,1.1,0.715,0.9917,3.46,0.77,10.5,2,2.0,2.62,MB,***,0.0,856,1
5447,13705,0.34,0.31,16.4,0.051,0.99834,3.06,-0.22,8.4,2,1.0,2.58,R,*,0.0,340,1
5448,13711,0.355,0.08,13.5,0.56,1.01529,3.97,-1.14,5.1,1,2.0,3.18,M,**,0.0,388,1
5449,13712,0.76,0.28,6.3,0.034,0.9921,3.22,1.37,11.6,2,3.0,2.34,R,*,0.0,887,1
5450,13714,-1.17,0.36,-23.4,0.514,1.0387,3.48,0.91,11.6,2,3.0,1.04,M,?,7.6923076923076925,0,0
5451,13717,-1.15,-1.21,11.1,0.063,1.02726,3.69,1.51,6.4,2,1.0,1.97,r,*,0.0,365,1
5452,13718,1.45,0.22,99999.0,0.049,1.03283,3.08,0.4,7.0,3,3.0,1.0,R,**,0.0,786,1
5453,13723,0.31,0.28,49.7,-0.44,0.95011,3.18,0.45,9.5,6,1.0,4.02,M,**,0.0,202,1
5454,13726,0.26,1.76,-8.8,0.43,1.01307,3.42,0.68,5.9,3,2.0,2.85,m,*,0.0,569,1
5455,13732,-0.74,-0.22,2.7,0.15,1.01448,3.12,1.13,12.0,4,1.0,6.11,R,***,0.0,546,1
5456,13734,-0.93,0.22,5.25,0.649,0.9926,3.87,0.14,14.2,3,2.0,2.56,M,*,0.0,360,1
5457,13737,0.37,-0.04,1.2,0.029,1.06306,2.97,0.0,12.8,2,1.0,6.23,B,***,0.0,737,1
5458,13738,0.4,0.32,5.6,0.357,1.01754,3.38,0.77,16.5,5,2.0,1.17,MM,*,0.0,495,1
5459,13744,-0.27,0.86,16.3,0.057,0.99756,3.35,0.3,23.3,2,2.0,1.94,B,***,0.0,578,1
5460,13746,0.24,-0.61,3.6,0.024,0.9928,2.77,1.81,17.4,3,1.0,2.81,R,***,0.0,362,1
5461,13747,0.17,0.31,47.7,-0.523,0.91473,3.43,0.86,14.2,2,3.0,1.14,B,***,0.0,1179,1
5462,13750,0.5,0.3,8.8,0.124,0.9953,1.9,1.89,7.6,3,1.0,1.21,r,?,0.0,557,1
5463,13753,0.17,0.37,1.5,-0.057,0.99319,4.54,-0.22,10.8,3,2.0,2.24,r,?,7.6923076923076925,0,0
5464,13754,0.28,0.54,-29.4,0.333,0.9984,2.68,1.82,14.6,3,1.0,1.12,R,?,0.0,0,0
5465,13763,0.61,-1.11,32.5,-0.302,0.9903,2.3,0.35,13.7,3,1.0,6.77,R,?,7.6923076923076925,560,1
5466,13766,-2.05,0.3,-16.5,-0.923,1.03247,4.46,-2.32,12.9,2,3.0,1.46,r,**,0.0,418,1
5467,13771,0.37,0.5,1.8,0.09,0.98455,3.48,0.82,10.5,7,3.0,2.17,m,?,0.0,0,0
5468,13773,0.645,-0.57,6.8,0.319,0.99547,3.57,0.71,12.7,2,3.0,1.0,B,?,0.0,451,1
5469,13775,0.7,1.27,2.5,0.076,0.99126,3.53,0.55,10.2,3,2.0,6.39,R,**,0.0,486,1
5470,13776,-0.07,-1.11,53.5,0.056,0.98847,4.21,1.16,7.7,3,2.0,2.88,B,***,0.0,974,1
5471,13780,1.09,0.26,1.3,0.348,0.9926,3.04,3.36,9.9,3,1.0,1.78,R,**,0.0,660,1
5472,13783,0.05,1.29,8.7,-0.547,1.00971,2.96,-1.07,11.0,2,1.0,1.61,r,?,0.0,0,0
5473,13785,0.66,0.68,-53.0,-0.281,0.98202,3.06,1.03,13.4,7,2.0,2.11,R,?,0.0,0,0
5474,13786,0.96,0.29,27.8,0.125,1.02885,3.22,-0.06,101.0,4,1.0,1.0,M,?,0.0,0,0
5475,13793,0.18,0.49,7.7,-0.518,0.95334,3.11,0.37,9.3,2,1.0,1.42,r,**,0.0,516,1
5476,13794,-1.4,1.09,-17.1,0.047,1.0739,3.52,0.65,101.0,3,2.0,6.48,R,***,0.0,761,1
5477,13795,0.37,-1.23,13.1,-0.225,1.03403,3.04,0.26,15.8,2,3.0,1.0,B,****,0.0,803,1
5478,13798,1.41,0.74,2.6,0.125,0.9994,3.2,0.77,4.5,9,1.0,1.46,B,?,0.0,0,0
5479,13800,0.84,0.49,60.1,-0.281,0.99855,2.22,0.49,12.1,4,2.0,3.35,M,**,0.0,200,1
5480,13801,0.82,0.18,-26.6,0.379,0.99736,2.06,1.98,9.2,2,3.0,2.72,r,**,0.0,463,1
5481,13812,1.15,-2.17,2.0,0.038,0.9923,3.37,-0.55,11.3,2,1.0,1.48,M,*,0.0,515,1
5482,13814,0.81,0.33,8.5,0.042,0.99546,2.27,1.64,10.4,2,1.0,3.83,MM,*,0.0,181,1
5483,13815,0.85,2.3,40.4,-0.009,1.00952,3.11,1.33,12.7,2,1.0,5.51,B,?,0.0,1096,1
5484,13817,0.34,1.0,-58.6,0.051,0.99314,3.15,-0.22,5.6,2,2.0,1.2,B,*,0.0,697,1
5485,13818,0.73,1.63,-25.0,0.044,1.0391,3.3,0.58,11.1,3,2.0,4.17,R,**,0.0,663,1
5486,13819,0.17,0.27,-17.6,-0.331,1.02735,2.32,-0.8,9.0,1,3.0,4.0,B,*,0.0,504,1
5487,13820,0.25,-0.33,-28.0,0.051,0.9906,3.23,0.68,11.1,2,1.0,2.6,MM,*,0.0,266,1
5488,13821,0.16,0.31,1.2,0.026,0.9898,3.22,-0.94,12.5,1,1.0,2.52,B,**,0.0,928,1
5489,13824,0.21,0.36,14.2,-0.481,1.04299,2.71,0.48,8.8,2,1.0,3.55,B,***,0.0,576,1
5490,13827,1.9,0.15,9.8,0.376,1.02021,3.36,0.47,11.6,2,2.0,3.05,MB,**,0.0,724,1
5491,13831,-0.31,0.24,99999.0,0.057,0.9942,3.66,0.48,19.5,2,3.0,2.63,B,?,0.0,411,1
5492,13835,0.25,2.83,-40.5,-0.142,0.99018,3.03,-0.44,12.4,4,3.0,1.07,M,*,0.0,380,1
5493,13836,0.96,0.07,-38.1,0.031,0.91473,4.72,2.14,11.1,1,1.0,1.54,R,***,0.0,617,1
5494,13840,0.47,-0.48,-33.2,-0.261,0.99708,4.17,1.64,9.4,3,1.0,1.31,MM,?,0.0,296,1
5495,13843,0.3,0.29,-74.2,0.271,1.02478,2.45,-0.22,7.9,3,3.0,3.45,B,***,0.0,723,1
5496,13845,0.23,-1.32,3.9,0.045,0.98407,2.63,0.36,11.3,2,1.0,3.76,M,*,0.0,658,1
5497,13849,1.49,-1.08,-58.8,0.032,0.99182,3.31,0.19,14.6,3,2.0,2.29,M,?,0.0,597,1
5498,13851,0.17,0.21,28.6,0.09,1.02464,4.44,1.7,21.6,1,1.0,3.89,B,*,16.666666666666664,417,1
5499,13854,0.23,0.36,8.4,0.042,1.02319,3.34,1.41,17.1,2,3.0,1.33,M,?,0.0,0,0
5500,13861,-0.57,-0.39,3.2,0.13,0.9928,2.63,-0.33,11.5,4,3.0,1.44,B,***,0.0,585,1
5501,13862,1.18,0.27,99999.0,0.257,0.99366,3.22,-0.45,10.4,1,2.0,1.15,M,*,0.0,719,1
5502,13863,0.43,1.0,-17.6,0.03,1.03337,2.17,1.21,11.6,4,1.0,1.57,B,**,0.0,582,1
5503,13864,0.76,0.28,-13.4,0.056,0.97107,3.17,-0.74,5.3,3,3.0,1.0,R,**,0.0,309,1
5504,13867,0.63,0.06,-9.5,0.086,1.0002,3.48,0.74,12.1,5,3.0,3.07,M,*,0.0,598,1
5505,13869,0.26,0.38,42.2,0.17,0.9956,2.09,1.15,9.4,2,1.0,2.88,mb,?,0.0,0,0
5506,13871,1.405,0.53,44.8,0.128,1.00611,2.25,0.84,12.2,8,1.0,4.74,R,*,0.0,0,0
5507,13872,0.25,0.24,-39.2,0.405,1.04477,3.04,-0.18,11.4,3,3.0,2.76,M,**,0.0,584,1
5508,13874,0.31,0.47,22.5,-0.255,0.99965,2.22,-0.15,101.0,6,1.0,1.8,B,?,0.0,0,0
5509,13878,0.46,0.26,6.3,0.147,1.02184,3.14,0.47,16.2,3,2.0,1.6,R,?,0.0,477,1
5510,13879,0.56,0.15,-23.0,0.287,0.99294,2.7,1.4,10.5,2,3.0,1.58,M,?,0.0,0,0
5511,13881,0.11,-1.01,32.8,0.045,0.9928,3.02,0.05,11.1,2,1.0,1.89,R,**,0.0,596,1
5512,13883,0.3,0.67,3.7,0.643,0.98432,4.21,0.41,101.0,2,2.0,1.1,B,****,0.0,766,1
5513,13888,0.32,0.22,16.7,0.553,0.9979,3.82,0.67,10.4,2,2.0,3.14,R,**,0.0,769,1
5514,13892,0.18,0.16,60.2,-0.412,0.9974,3.26,0.45,4.7,3,2.0,11.44,R,*,0.0,538,1
5515,13895,0.62,0.37,-36.4,0.05,0.96075,3.17,0.49,13.9,4,1.0,1.0,M,**,0.0,553,1
5516,13896,0.68,0.02,31.9,0.501,0.94794,3.44,0.35,2.8,1,2.0,1.0,R,**,0.0,768,1
5517,13897,-0.32,-0.3,29.6,0.957,0.99066,2.98,1.88,12.4,4,2.0,1.0,R,**,0.0,676,1
5518,13900,0.35,0.31,-26.7,-0.437,0.99193,3.45,0.58,10.9,2,2.0,1.42,B,*,7.6923076923076925,429,1
5519,13906,0.32,0.13,1.3,0.443,0.99184,2.77,0.38,10.7,1,2.0,2.06,B,**,0.0,601,1
5520,13907,0.41,0.01,-24.7,0.101,0.99411,3.32,0.42,10.0,2,1.0,2.37,B,**,0.0,402,1
5521,13909,0.5,0.31,-27.3,0.046,1.0422,4.23,0.51,10.9,2,2.0,5.23,r,***,0.0,966,1
5522,13910,1.17,1.18,6.6,-0.923,0.95275,3.12,-0.97,13.4,3,2.0,2.81,M,?,0.0,115,1
