ID,Beneficio,Compra,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,Etiqueta,CalifProductor,Clasificacion,Region,PrecioBotella
11304,0,0,0.33,-1.01,1.4,0.043,0.95657,2.22,0.5,149,m,1,*,1,1.97
11308,498,1,0.32,0.48,13.3,0.652,0.9982,3.04,0.7,4,R,3,*,,2.12
11309,516,1,0.39,0.52,3.6,0.035,0.99144,2.44,1.26,12.5,R,3,***,3,3.14
11310,450,1,0.75,0.65,-35.9,-0.288,0.99708,4.04,0.4,8.4,R,2,**,3,4.2
11312,0,0,0.24,0.62,-35.7,0.464,0.95421,3.16,0.16,11,R,3,?,2,3.96
11314,927,1,0.25,1.54,67.9,0.034,1.02403,3.31,0.58,2,r,2,*,1,5.75
11315,796,1,0.15,1.57,-47.6,,0.99192,4.08,0.71,12.1,B,2,****,2,6.36
11320,0,0,-1.415,-0.72,-27,0.08,1.0094,3.16,1.12,9.1,M,4,?,3,1.56
11321,624,1,0.15,1.09,2.1,,1.04036,3.15,-1.36,8.1,R,2,****,3,2.95
11322,318,1,1.27,0.22,-30,0.052,0.99576,2.74,-0.37,7.5,M,2,?,1,1
11324,434,1,0.2,-0.72,2.9,0.576,0.952355,2.99,1.42,4.6,R,1,***,1,1
11325,605,1,-0.05,-0.17,-9.4,0.408,0.99992,2.61,-2.72,9.5,B,2,*,3,3.01
11328,332,1,-0.35,1.57,39.65,-0.154,0.99388,4.26,,9.5,r,2,*,3,1.59
11329,1145,1,0.45,0.36,-48.6,0.026,1.03625,3.07,0.25,10.2,B,4,****,1,4.68
11332,592,1,1.74,-0.58,14.8,0.351,0.99461,2.96,0.49,9.8,M,3,*,3,4.65
11333,363,1,0.3,1.78,99999,0.041,1.00722,2.98,-0.6,8.5,M,2,*,3,1.11
11337,386,1,0.27,0.38,-43.45,0.033,0.99346,2.03,0.04,12,m,4,*,1,3.84
11338,797,1,0.26,0.25,-26.8,0.047,1.01673,2.08,0.06,9.1,r,3,*,3,1.08
11339,672,1,0.25,0.3,7.8,-0.001,1.00349,4.27,-1.26,8.6,B,3,**,2,3.75
11340,440,1,1.47,0.25,1.2,-0.492,0.9921,3.24,-0.22,10.1,B,2,*,2,3.78
11342,682,1,-1.21,0.4,22.5,0.527,0.9915,3.13,1.01,8.2,B,3,**,1,1.61
11345,477,1,0.2,0.24,1.7,0.052,1.04207,4.73,-1.63,10.8,M,2,**,2,1.73
11353,0,0,-0.78,0.38,17.5,0.062,0.90427,2.88,0.92,7.4,B,5,?,2,4.34
11354,505,1,0.57,1.67,-22.4,-0.185,0.9915,2.56,-0.18,11.3,B,2,*,1,3.03
11355,0,0,0.33,0.49,-43.1,0.271,0.9953,3.19,0.47,9.3,R,2,?,1,1
11359,419,1,-0.97,0.32,21.6,0.24,0.95273,2.54,-0.67,9.4,R,2,***,2,1.57
11366,617,1,1.67,0.24,-10.5,0.123,0.96384,3.07,0.48,9.4,B,2,***,3,1.1
11368,781,1,0.27,0.51,1,0.038,1.03707,2.43,2.69,9.4,R,2,**,2,1.92
11369,261,1,0.83,0.34,15.1,-0.12,0.99705,4.25,0.52,16.6,B,2,*,2,1.2
11370,568,1,-1.06,1.4,1.5,-0.399,0.97343,3.2,,10.2,m,2,*,1,6.91
11374,323,1,1.26,0.18,6.4,-0.211,1.02548,3.42,1.36,11.4,R,2,?,1,3.53
11376,0,0,-0.01,-0.24,1.6,0.079,0.99907,3.34,0.58,6.4,r,3,?,2,1.45
11389,112,1,-0.59,0.21,16.2,0.074,1.01665,2.51,1.78,5,R,4,*,3,5.01
11390,517,1,1.4,0.29,-13.5,0.354,0.95446,3.36,0.49,9.1,B,5,?,1,3.27
11392,825,1,0.25,0.47,8.4,0.317,0.99604,3.97,-0.8,11.7,MB,3,***,1,4.67
11393,796,1,2.05,-1.05,8,0.019,0.99036,5.16,,10.3,m,3,***,1,1.91
11394,884,1,1,0.49,53.5,-0.096,1.00312,3.14,1.62,4.8,b,4,**,3,1.54
11399,1009,1,0.11,0.44,63.4,0.043,1.06793,,0.33,12,MB,4,***,3,2.13
11400,0,0,-0.42,0.54,9.8,-0.047,0.93326,3.11,2.18,3.9,R,3,?,1,2.01
11402,230,1,0.68,0.13,30.2,-0.033,0.995,3.22,0.71,10.8,R,4,***,1,2.78
11412,923,1,0.06,0.22,9,0.254,1.03032,4.26,0.38,12.3,B,4,****,3,2.57
11414,277,1,0.555,0.55,-14.4,-0.069,0.9943,2.09,-1.25,5.9,M,2,**,1,4.15
11416,565,1,0.19,-1.31,5.1,0.034,0.96765,2.67,-0.56,10.8,R,2,*,1,1.13
11417,412,1,-0.61,-1.12,-23.4,0.046,1.02647,3.48,-0.49,4,R,2,**,3,2.14
11427,483,1,-0.58,0.03,2.7,0.444,0.97724,2.02,0.7,14,mm,1,**,2,2.7
11428,489,1,1.18,0.25,14.3,0.637,0.96082,,-0.92,15.9,R,2,*,3,2.84
11429,407,1,0.22,0.32,29.5,0.045,0.99135,3.81,0.5,11.3,M,3,**,2,2.04
11432,363,1,-2.01,0.46,39.35,0.115,0.9988,2.26,0.54,5.9,R,3,***,1,6.97
11433,0,0,0.6,0.25,2.6,0.592,1.03564,2.86,1.39,9.8,R,4,?,2,2.16
11435,0,0,1.02,0.36,7.4,-0.473,0.97629,3.16,0.51,6.7,B,1,?,2,3.23
11438,583,1,0.73,0.18,-2.5,0.069,1.02209,4.53,0.48,11.5,M,3,**,2,6.61
11444,677,1,0.41,0.3,53.9,-0.518,0.99754,3.12,-0.46,9.9,B,3,*,3,2.11
11445,0,0,0.19,0.38,62.4,0.062,0.9968,2.82,0.77,12.2,m,3,*,2,1.86
11446,695,1,0.28,0.46,9,0.114,1.03938,2.58,-1.1,10.9,R,5,**,3,3.9
11450,420,1,0.12,0.23,12.7,0.61,0.99836,3.16,-0.61,9.7,B,3,**,1,4.68
11455,492,1,-0.95,0.98,3.5,0.035,1.02675,3.86,-2.41,8.2,R,2,**,2,1.24
11460,0,0,0.815,1.81,61.1,-0.034,0.96618,3.08,0.38,9.5,R,3,*,3,1.52
11461,838,1,0.26,3.04,99999,-0.239,0.99126,4.16,0.5,6,B,3,**,1,1
11463,437,1,0.33,0.41,-62,0.054,0.9943,2.71,1.18,14.4,r,2,*,3,3.19
11464,0,0,0.855,0.02,2.4,0.273,0.99627,3.89,1.52,8.8,R,2,?,1,2.39
11466,722,1,1.34,1.48,3.2,0.028,0.9903,3.24,1.16,13.3,R,3,***,1,1
11468,387,1,0.03,1.87,5,0.043,0.9924,3.04,1.56,150,MM,2,*,,1.05
11482,216,1,0.32,0.35,99999,0.633,0.99438,4.91,,9.8,m,3,?,2,1
11491,759,1,1.17,0.36,1.1,0.507,0.9893,2.77,-0.6,12.4,M,3,***,3,1.64
11492,499,1,-0.84,-2.39,99999,0.037,0.9952,4.33,0.34,9.2,M,2,*,3,5.15
11493,375,1,0.06,-2.27,99999,0.048,0.90687,4.94,1.77,14.3,M,2,?,2,3.45
11495,697,1,0.2,-0.03,3.9,-1.093,0.99102,2.08,0.53,11.8,r,2,*,3,2.36
11499,399,1,0.44,1.81,-44.9,0.29,0.9966,2.13,0.67,9.4,r,4,***,3,1.19
11500,993,1,0.2,1.84,2,0.039,0.9911,3.3,0.32,12,b,3,***,1,1.27
11501,0,0,0.5,0.66,2.2,-0.231,0.99647,4.3,,10,M,2,?,3,2.41
11504,648,1,-0.04,-0.99,16.75,0.05,0.9999,3.24,0.54,12.2,B,4,*,2,2.9
11505,0,0,-0.51,0.42,2.4,0.034,0.9876,4.01,0.32,11.5,R,6,?,1,5.62
11507,985,1,0.9,2.63,-37.9,0.23,0.99108,3.33,,132,B,2,***,1,1.92
11508,0,0,2.86,0.49,-3.4,-0.126,0.98266,4.1,2.32,12.9,R,5,*,3,3.49
11512,864,1,1.19,0.31,-45.75,0.043,0.97743,1.44,-0.51,9.1,R,2,?,3,1
11514,439,1,0.165,-0.19,1.1,0.051,0.89462,3.04,0.47,9.8,R,1,?,1,1.16
11519,751,1,-0.34,0.99,32.4,,0.90332,1.96,0.58,14.4,B,1,**,3,3.66
11522,0,0,0.7,0.26,32.9,0.079,0.99712,3.72,-0.08,10,R,6,*,3,1.69
11526,268,1,0.53,0.16,7.9,0.044,1.02504,3.21,0.78,2.9,M,1,**,3,1.59
11532,510,1,0.33,0.53,10.9,-0.474,0.98731,3.37,0.72,8,R,4,**,1,2.8
11534,215,1,0.3,0.35,1.4,0.237,1.01969,1.94,0.68,13.9,M,3,**,2,1.75
11536,772,1,0.19,0.38,24.3,0.604,1.00189,1.91,-1.07,12.5,MB,2,***,2,1.17
11543,434,1,0.21,0.41,131.5,0.327,0.97955,3.17,0.51,15.1,R,3,**,3,2.34
11549,767,1,-0.33,-0.33,1.9,0.038,0.99074,3.32,-0.44,6.5,M,2,***,2,2.91
11550,703,1,-1.14,0.39,16.1,-0.33,0.96232,4.08,0.64,-0.8,R,2,**,1,1.03
11554,411,1,1.29,-0.12,3.8,0.041,0.94154,3.19,1.71,6.3,M,3,***,1,2.07
11555,0,0,0.24,-1.34,-60.6,0.037,0.9926,3.19,0.09,4.6,M,3,?,3,4.78
11557,426,1,0.15,1.57,3.7,0.045,0.9913,2.97,1.67,11.2,R,1,**,3,2.56
11563,0,0,-0.38,0.05,66.2,,1.08123,3.06,0.6,104,R,3,?,2,1.77
11565,0,0,0.22,0.31,6.9,0.037,1.04046,3.99,,11.9,R,2,?,3,2.53
11568,431,1,0.99,0.23,71.9,0.033,0.98966,2.21,-0.24,10.9,R,1,****,3,1.28
11576,0,0,-1.8,1.11,1.7,,1.03201,2.81,-0.65,9,m,3,?,1,2.19
11577,582,1,0.2,-1.07,34.4,-0.236,0.9926,3.36,0.61,7.7,B,3,***,2,2.61
11579,0,0,-0.28,0.26,15.3,0.067,0.9986,3.03,0.44,9.5,R,3,*,3,1.01
11580,738,1,1.68,-0.01,35.5,0.038,0.9945,3.21,0.46,9.9,b,3,***,2,2.61
11581,0,0,0.67,0.04,48.8,0.555,0.99236,3.75,0.48,13.5,r,1,?,3,1.01
11583,591,1,0.2,0.39,-46.5,-0.12,0.97582,4.3,-0.02,12.5,R,2,**,2,2.35
11594,384,1,1.76,1.62,4.7,0.035,0.991,3.31,1.03,17.9,M,2,**,2,5.96
11596,255,1,1.36,0.31,-32,0.356,0.99362,2.41,-0.32,9.7,M,1,**,1,1.38
11597,336,1,1.07,0.01,1.8,0.311,0.9946,4.04,0.58,9.1,R,3,*,1,1.09
11598,744,1,-0.33,0.3,23.75,-0.452,1.02188,2.49,1.19,13.7,B,3,**,1,1.65
11604,438,1,1.04,0.46,-11.5,0.048,0.9623,4.52,-0.4,9.4,M,3,**,3,1.94
11605,375,1,1.09,0.24,6.7,0.033,0.96859,2.44,0.66,14.5,MM,3,***,2,4.16
11613,944,1,0.23,0.37,1.9,0.041,0.98755,1.31,,12.2,M,3,***,2,3.34
11616,0,0,1.35,0.49,12.7,0.063,0.9998,3.12,0.26,9.3,B,6,?,1,1.35
11618,430,1,0.24,-1.16,-3.4,,0.9983,4.65,-1.27,-1.5,R,2,*,1,1
11623,639,1,0.13,-2.56,53.8,-0.116,0.99121,3.23,0.6,18.1,R,2,***,2,1.34
11628,762,1,1.07,0.96,69,0.03,1.04497,2.99,0.61,13.6,R,3,***,2,1.26
11629,931,1,0.34,0.4,-11.5,0.046,1.02742,3.15,0.5,9.5,B,2,***,2,3.43
11630,0,0,0.14,-1,1.3,0.026,0.99352,4.44,2.37,9.9,MM,2,?,3,3.6
11633,355,1,0.24,0.29,31,0.051,1.013,3.31,0.45,9.5,M,2,*,1,3.32
11634,558,1,-0.46,0.26,1.5,0.397,0.99194,3.27,-0.48,17.2,m,3,*,3,5.88
11635,544,1,0.12,1.79,34.5,0.357,0.94942,3.27,,15.7,R,2,***,1,4.94
11636,0,0,-0.34,-2.43,-37.2,0.227,0.9982,4.07,0.65,136,B,3,?,3,1.78
11637,650,1,0.37,-1.04,4.7,,1.02552,2.9,0.72,15,B,4,***,3,2.6
11638,598,1,1.01,0.17,8.9,0.022,1.08437,3.25,,6.5,R,2,***,1,4.14
11641,716,1,0.21,0.48,1.4,0.041,0.96701,3.17,,9.9,B,4,*,1,4.93
11643,390,1,0.31,-1.83,1,0.042,0.99304,2.64,0.4,9.6,M,3,?,1,1.26
11646,0,0,1.05,0.28,1.3,1.115,0.95064,3.27,0.6,10.3,B,3,?,3,1.53
11648,470,1,-0.56,-1.06,1.8,0.043,0.94301,3.84,-0.71,16.8,R,3,**,3,1.16
11649,548,1,0.21,0.24,2.3,0.108,0.995,3.65,0.68,11.3,R,1,**,2,2.62
11651,531,1,-0.38,0.37,1.6,0.04,1.02097,3.15,0.96,12.2,R,2,**,3,1.7
11653,494,1,0.25,1.23,26.8,0.064,0.99163,3.06,1.87,11.1,M,2,**,1,1.41
11655,509,1,1.16,0.07,1.4,0.069,0.95999,2.52,0.52,6.3,B,2,**,1,2.35
11662,458,1,0.26,1.8,10.4,0.195,0.994,3.41,0.37,10.6,R,1,**,2,2.85
11664,888,1,-0.25,1.19,6.6,0.033,0.98986,3.36,1.07,6.1,B,2,**,1,1.22
11666,1348,1,-0.43,1.15,14.5,0.056,0.99456,3.06,0.3,13.1,B,2,****,2,2.2
11667,754,1,0.21,1.73,1.4,0.037,0.9932,3.13,-1.27,11,B,3,**,2,1.71
11668,512,1,0.21,0.28,10.8,0.162,0.9957,2.9,0.24,8,R,4,*,2,1.15
11669,893,1,0.26,0.16,61.4,0.034,0.99274,3.6,1.86,11.5,R,0,*,2,1.22
11673,477,1,0.53,0.29,116.6,0.108,0.9927,4.59,0.99,5,M,2,?,2,4.19
11674,411,1,0.46,0.85,27,-0.202,0.99445,3.1,-0.97,6,R,2,**,3,3.31
11675,0,0,-0.48,0.43,15.2,0.047,0.97645,2.58,,10,r,3,?,2,1.09
11677,510,1,1.53,-1.12,-31.9,0.042,0.97693,3.43,0.64,12.1,R,2,**,2,4.14
11678,364,1,0.61,0.77,-7.9,0.073,1.03967,2.9,0.53,9.8,R,3,**,1,1
11679,415,1,0.18,-0.07,60.3,-0.148,0.99199,3.7,0.68,15.7,M,1,***,1,1.51
11684,349,1,1.36,-0.49,-23.5,0.04,0.99558,2.91,0.55,18.6,M,4,*,2,2.4
11688,276,1,1.01,1.55,81.7,0.047,0.9822,3.09,1.09,11.2,MM,2,*,3,1.93
11689,668,1,0.24,0.42,61.5,0.349,0.95281,2.89,0.07,4.2,R,3,*,1,1
11690,0,0,-0.95,-0.65,1.8,0.068,0.99516,3.35,0.69,-0.7,M,4,?,3,1.11
11692,749,1,0.4,1.18,13.7,0.407,0.97986,3.1,0.62,11.7,MB,4,**,3,5.98
11693,680,1,1.92,0.24,-46.6,0.129,0.99553,3.21,0.56,11.6,B,3,***,3,3.45
11702,615,1,-0.01,-0.4,1.1,0.05,0.99099,2.83,-0.78,12,R,1,?,2,1.16
11704,1192,1,0.04,-1,44.2,-0.34,0.96269,1.84,0.35,13,R,3,***,1,2
11708,690,1,0.35,0.67,30.8,0.034,1.02624,3.33,-1.67,10.1,B,2,**,1,1.45
11709,943,1,0.245,-0.27,11.4,0.035,1.00653,3.08,2.79,8.9,B,2,***,3,6.37
11712,956,1,-0.95,0.17,12,0.046,0.95093,3.5,0.38,8.4,B,2,***,2,1
11713,338,1,0.24,-0.37,101.3,-0.148,0.99224,3.22,0.76,13.3,M,1,*,2,3.88
11718,472,1,-0.61,-0.43,-53.2,0.034,0.99026,,-0.69,25.1,M,2,*,3,2.96
11719,891,1,1.12,0.37,9.4,0.379,0.99576,4.45,0.02,3.9,B,2,***,2,3.37
11720,0,0,-1.64,0.21,2.3,0.047,1.04711,4.58,0.36,9.7,b,2,*,2,3.34
11721,639,1,-1.05,-0.87,4.9,0.042,0.99385,1.12,0.59,12.1,mb,3,***,1,6.6
11727,699,1,1.15,-1.64,61.5,0.041,0.98686,2.69,0.54,9,R,2,*,2,2.88
11728,241,1,0.16,0.4,1.6,0.033,0.96468,3.44,0.53,11.4,M,2,?,2,2.44
11730,859,1,0.42,1.43,1.8,0.037,0.9911,3.29,-0.1,18.4,b,3,***,1,1.75
11733,940,1,1.83,-0.45,19.6,0.088,1.03801,3.32,2.22,5.4,r,3,***,2,3.69
11734,0,0,0.34,0.49,2.4,-0.236,1.04883,2.83,0.4,15.5,mm,9,?,3,4.05
11735,0,0,-0.59,0.28,50.8,0.036,0.99206,3.07,0.35,15.1,b,2,*,3,1.73
11737,410,1,-0.47,0.84,56.8,0.731,1.0002,3.3,0.5,11.7,r,4,***,3,2.76
11739,614,1,0.66,0.86,2.5,-0.054,0.9917,2.44,0.75,14.9,B,2,*,3,3.88
11746,797,1,-0.9,-0.07,63.3,-0.388,0.99206,1.13,2.38,3.4,R,2,*,3,2.2
11747,353,1,-0.9,0.32,7,-0.416,0.9939,2.67,0.52,10.8,m,2,*,1,2.51
11748,365,1,-1.05,0.34,-89.8,-0.522,1.008,3.01,0.93,12,M,3,**,,6.28
11750,482,1,0.95,0.12,-17,0.038,0.99412,3.14,0.29,8.1,R,2,***,2,1.16
11751,771,1,0.48,0.49,2.9,0.03,1.03414,3.13,,13,B,3,****,2,2.22
11752,452,1,0.54,0.32,43.5,0.05,0.9973,3.09,0.39,4.6,B,3,***,3,1.16
11753,862,1,-0.25,0.24,-29.1,-0.282,0.9903,2.99,-0.3,12.6,B,2,**,3,2.33
11755,745,1,1.23,1.82,21.4,,0.9912,3.6,0.35,11,R,2,***,3,5.56
11758,597,1,-1.2,1.73,19,0.157,0.89974,3.09,0.47,7.1,r,2,**,2,5.07
11759,0,0,-0.85,-0.7,-50.9,0.085,0.98878,3.53,1.42,5.9,M,1,?,3,3.35
11763,0,0,0.85,0.14,-117.8,0.169,0.96464,3.36,-0.99,10.1,R,4,?,1,2.1
11774,0,0,0.21,0.37,-45.3,0.04,0.99862,2.8,0.28,7.1,R,1,?,1,6.67
11775,947,1,0.21,0.49,1.2,-0.113,0.94581,2.24,-0.47,12.1,B,4,***,3,1.31
11781,685,1,-0.79,0.3,0.9,0.028,0.98931,3.2,0.12,12,R,3,*,1,1.51
11783,431,1,0.23,1.08,99999,0.169,0.96844,3.09,0.47,11.7,B,4,**,3,4.61
11784,554,1,-0.64,0.52,15.7,-0.136,0.99788,3.04,,20.4,R,3,**,2,2.5
11785,0,0,-0.57,0.87,1.7,,0.9537,3.32,0.8,15,R,3,?,1,2.12
11786,588,1,0.44,-0.46,47.5,0.057,0.95258,2.33,0.36,9.7,M,3,**,3,3
11787,607,1,1.82,0.31,-41,-0.173,0.99031,3.3,0.03,14.9,M,1,**,2,2.72
11789,0,0,0.22,0.68,56.9,0.052,0.95562,2.78,,11.6,R,1,*,2,3.75
11791,410,1,0.115,0.3,99999,0.106,0.9954,2.96,0.94,6.1,R,3,*,1,1.6
11792,710,1,0.27,-0.49,5,0.035,0.99058,2.76,-1.26,-1.4,R,1,*,1,3.8
11793,231,1,-0.21,0.04,12.6,0.32,0.99271,3.17,1.29,10.2,R,2,**,2,2.35
11796,462,1,0.39,-0.2,41.7,-0.515,0.9976,3.82,0.57,4.1,R,4,*,3,5.09
11799,787,1,0.41,0.64,11.8,0.065,1.0116,3.12,2.07,8.9,B,3,***,2,1
11802,759,1,0.97,0.31,6.3,-0.4,0.94546,3.86,,12.6,R,2,***,2,1.92
11804,656,1,-0.24,0.25,63.1,0.036,1.00666,2.25,0.38,16.1,R,2,?,2,2.37
11805,630,1,0.2,0.83,1.3,-0.023,0.99057,1.93,1.94,10.3,B,4,**,2,4.24
11806,485,1,0.23,-0.76,12.9,-0.384,0.95098,4.48,1.43,149,R,1,*,1,1.68
11811,259,1,0.11,0.5,1,0.073,0.99212,3.1,1.15,9.9,M,2,?,2,3.12
11814,753,1,-0.19,0.38,47.1,0.058,0.98967,2.96,0.44,9,R,3,***,1,2.22
11815,919,1,0.28,0.33,6.7,0.461,0.99647,4.6,,135,b,3,***,1,3
11816,430,1,0.84,1.71,1,-0.291,0.98815,2.47,0.48,5.3,M,1,*,1,2.95
11819,477,1,-0.33,-0.92,4.4,0.032,1.01468,,1.8,12.9,r,3,*,3,2.41
11822,339,1,1.29,0.46,0.35,-0.366,0.96351,3.04,0.52,6.5,M,3,?,2,3.52
11823,144,1,0.36,0.46,-98.7,0.425,0.9697,2,0.01,10.1,M,6,?,3,3.32
11824,279,1,1.14,-0.83,38.7,0.04,1.00077,2.92,0.42,11.4,M,3,**,2,4.97
11826,713,1,-0.01,0.34,11.8,,0.99882,3.17,0.52,6,B,4,**,3,1.86
11831,793,1,0.19,1.06,108,0.032,0.9932,3.08,,8.6,R,2,***,2,3.24
11832,0,0,0.26,-1.84,2.1,0.033,0.97852,2.39,,12.1,M,3,?,1,1.72
11834,894,1,0.55,0.32,7.2,0.198,0.97491,3.13,0.55,8.7,R,2,***,3,1.17
11835,504,1,0.27,-0.06,45.6,-0.543,0.98918,2.36,-1.21,13.8,R,2,?,3,4.24
11836,501,1,0.27,-0.71,23.5,0.264,0.9974,3.14,0.59,9.6,R,4,**,1,2.94
11840,534,1,-0.01,1.06,3.8,0.038,1.03838,3.31,1.12,11.3,R,1,***,2,2.41
11841,215,1,0.37,-1.29,18.8,-0.089,1.00044,3.1,,7.3,m,3,?,1,2.47
11843,329,1,0.23,-0.89,8.1,,0.98765,5.13,0.49,9.4,m,2,**,2,2.33
11845,0,0,1.5,0.14,-14.8,0.038,1.00444,3.97,1.2,11.1,R,2,*,3,6
11848,835,1,0.43,0.69,-107.9,0.028,0.991,3.23,1.77,16.3,B,3,****,2,3.61
11849,680,1,0.5,0.99,11.3,0.35,0.9957,5.79,,19.4,m,2,***,2,2.21
11850,582,1,0.18,0.4,39.4,-0.005,0.9923,2.94,0.32,10.2,M,4,***,1,4.76
11854,653,1,0.01,0.63,17.2,0.053,0.99884,3.26,0.56,9.4,r,2,*,1,5.63
11855,556,1,0.38,1.37,99999,-0.256,0.99929,3.24,0.76,13.6,M,8,**,1,5.11
11859,0,0,0.34,0.1,18.1,0.048,0.95866,4.53,-2.18,10.9,R,2,?,2,1.15
11872,0,0,-0.81,0.46,99999,0.086,0.99702,2.25,-2.58,9,MM,3,?,3,2.11
11873,0,0,0.31,0.34,-18,0.082,0.99356,5.04,1.42,10.7,R,3,?,1,1.84
11874,813,1,0.33,-0.77,1.6,0.323,0.98114,3.69,,11.5,B,3,***,2,3.39
11877,428,1,0.27,0.29,10.8,0.215,0.99356,3.19,-1.17,11.6,M,2,?,1,4.83
11878,555,1,-1.2,0.49,6.2,0.046,1.03714,3.4,2.1,9.2,R,2,*,3,1.81
11880,426,1,0.29,1.21,99999,,1.01068,3.63,0.36,13.7,r,2,*,2,2.96
11893,591,1,0.66,-1.43,1.8,0.676,0.9978,3.51,0.56,9.9,B,3,**,3,2.52
11895,538,1,0.17,0.51,1.3,0.023,1.00757,3.11,-1.15,10.1,R,3,*,2,3.36
11897,418,1,0.4,-1.13,4.3,0.03,1.02599,3.09,-1.32,16.4,M,3,*,3,1.86
11901,844,1,-1.24,0.32,9.3,0.02,0.9958,3.34,2.08,16.5,R,2,**,1,5.24
11902,338,1,-0.61,-2.45,2,0.284,0.98952,3.16,0.56,15.2,M,1,*,3,2.65
11908,0,0,0.22,-0.56,-46,0.041,1.00359,2.37,2.26,10.5,B,2,?,2,1.22
11910,489,1,-0.52,0.28,5.4,0.06,0.9949,3.27,2,9,B,3,*,2,1.11
11913,418,1,0.71,-2.22,2.3,0.084,0.9968,3.01,0.53,8.5,R,4,*,3,2.32
11914,0,0,2.1,-0.15,4.1,-0.396,0.99842,4.23,0.52,13.1,m,3,?,3,2.36
11917,371,1,0.28,0.43,13,0.039,0.99745,3.08,0.38,8.9,M,2,?,2,1.52
11919,715,1,0.21,1,1.1,0.154,0.98368,2.95,1.41,14.8,r,3,***,2,2.38
11921,0,0,1.58,0.01,-25,-0.229,1.01443,4.09,-0.61,4.2,MM,3,*,3,2.34
11927,231,1,0.315,0.38,-53.5,0.033,0.96431,3.12,4.11,14.1,MM,1,*,1,1
11928,0,0,0.49,0.31,2.2,0.09,0.99717,2.89,1.48,10.2,M,6,*,2,5.14
11930,389,1,2.48,0.32,1.1,0.022,0.98267,2.51,0.67,10,M,3,**,3,2.95
11935,328,1,-1.05,-0.14,63.2,0.651,1.09512,3.44,0.66,11,M,2,*,1,6.8
11936,553,1,-0.41,0.05,7.4,-0.27,0.96284,2.99,-0.95,16.1,r,2,*,1,4.18
11937,598,1,0.23,0.36,32.2,0.039,1.04372,3.23,2.16,8.8,R,2,?,3,1.76
11939,654,1,0.12,0.38,-37.1,0.153,0.99026,2.8,0.55,16,R,4,?,,3.75
11942,793,1,1.08,0.26,57.9,0.034,0.9912,,0.38,12.3,R,2,**,3,3.56
11945,301,1,-0.71,0.24,-110.3,0.5,0.99286,3.11,0.43,4.5,R,3,**,1,1.96
11946,603,1,-0.3,0.41,18.3,-0.357,0.9929,2.3,1.96,16.8,R,3,***,1,1.81
11947,523,1,0.01,-0.28,-11.45,-1.108,1.0739,3.28,,12,B,1,****,3,1.11
11948,600,1,1.05,-1.28,-63.2,0.055,0.99122,3.24,-0.3,12.2,B,2,**,1,1.85
11949,0,0,0.58,0.28,4.8,,1.08863,3.32,0.7,11,M,3,**,1,2.41
11954,0,0,-1.21,0.25,5.8,0.038,0.95139,3.49,0.38,107,R,2,*,1,1.66
11956,676,1,0.2,0.34,5.7,-0.001,0.9928,3.19,0.46,11.5,b,3,**,3,5.14
11958,657,1,0.42,0.49,2.6,0.084,1.02914,3.34,,2.5,b,4,**,1,1.19
11960,396,1,-0.31,0.57,-39.3,0.033,0.99526,2.99,2.81,128,MM,3,**,1,2.65
11964,0,0,1.81,-0.45,2,0.046,0.96821,2.28,-0.86,11.4,R,4,*,1,6.24
11965,0,0,1.45,2.8,2.6,0.096,0.99109,3.4,0.53,8.6,MM,4,?,2,2.95
11967,522,1,0.23,0.14,44.9,0.493,1.0351,3.12,-0.67,3,R,3,*,2,2.13
11970,409,1,0.21,-2.08,-14.8,0.041,0.9927,3.19,1.4,12.9,R,3,**,1,1.82
11971,0,0,0.23,0.86,53.5,0.604,0.99558,3.16,0.49,8.7,B,2,?,2,2.63
11974,501,1,-0.85,0.29,99999,0.036,0.99081,3.33,2.19,-0.7,M,2,*,1,3.71
11977,0,0,0.15,1.87,-15,-0.246,0.99407,2.88,0.46,9.4,R,4,?,1,1.99
11981,949,1,-0.24,0.36,45.9,0.188,0.95619,2.04,0.48,9.8,B,3,**,1,6.16
11986,1360,1,0.37,-0.63,4,-0.16,0.99941,2.25,-0.85,12.4,MB,2,***,1,4.35
11987,0,0,0.58,1.16,-44.2,0.299,0.9902,3.56,-0.67,7.5,M,2,*,2,1.38
11988,746,1,0.31,0.28,4.1,0.03,0.96929,4.2,0.98,8.5,r,1,**,3,3.48
11989,792,1,0.21,0.74,1.2,-0.547,0.9916,0.58,1.94,11.5,r,3,***,2,6.39
11990,963,1,0.29,-0.36,9.1,0.04,0.99366,3.54,0.38,10.2,B,2,***,2,1.45
11993,979,1,0.29,1.68,3.3,0.037,0.9895,2.41,-0.67,15.9,MB,2,****,1,5.98
11995,691,1,1.86,1,99999,0.185,1.0278,3.17,0.42,12.8,B,2,*,2,2.19
11996,529,1,0.39,0.52,-35.4,0.038,0.99546,3,1.15,7.9,M,2,*,2,2.21
11999,440,1,-0.5,0.29,22.8,0.044,0.99667,2.49,0.36,18.1,M,1,**,2,2.52
12000,565,1,1.33,-1.69,9.6,0.473,0.95734,3.39,,9.6,R,2,**,2,2.09
12001,356,1,-0.32,0.25,-9.2,0.041,0.98264,2.91,0.54,9,R,2,**,3,4.39
12005,490,1,0.41,0.22,4.8,0.052,1.03228,3.48,1.34,13.6,R,2,*,,1.54
